序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002596,海南瑞泽,4.899135589599609,3.64,3.82,239471815,4173132210.52,4177193063.6800003,5.567523956298828,-0.27397260069847107,093000,1,0/0,5.763688564300537,水泥建材
2,603017,中衡设计,4.964539051055908,11.84,12.41,755782224,3266724411.52,3266724387.84,22.312471389770508,-0.42052143812179565,093026,4,5/3,5.673758506774902,工程咨询
3,603042,华脉科技,8.721272468566895,18.45,18.67,1137954208,2962882548.0,2962882548.0,38.78953170776367,-0.37796977162361145,093101,3,3/2,6.599882125854492,通信设备
4,603093,南华期货,-0.8665511608123779,17.16,19.04,774887600,10468730723.88,10468730638.08,6.987602710723877,0.0,093135,1,4/3,13.749277114868164,多元金融
5,000815,美利云,6.477733135223389,13.15,13.59,771345024,9142708910.25,9142708976.0,8.32970905303955,-0.1518602818250656,093430,1,0/0,5.5870442390441895,造纸印刷
6,002775,文科股份,3.166227102279663,3.91,4.17,96240160,1715901889.0800002,2359120333.44,5.45051908493042,-0.2551020383834839,094036,1,0/0,10.554089546203613,工程建设
7,600939,重庆建工,8.083831787109375,3.61,3.67,400577504,6865496010.889999,6865496036.16,5.927762985229492,-0.5509641766548157,094136,3,0/0,13.772455215454102,工程建设
8,603353,XD和顺石,4.834605693817139,16.48,17.29,108394245,2808488640.0,2857533120.0,3.829894781112671,-0.12121212482452393,095037,1,0/0,10.496183395385742,石油行业
9,603928,兴业股份,2.1575984954833984,10.89,11.73,150323839,2854051200.0,2854051200.0,5.153716564178467,-0.0917431190609932,095334,1,0/0,10.97560977935791,塑料制品
10,603310,巍华新材,6.386292934417725,20.49,21.19,111393607,1415285280.0,7076016599.999999,7.939823627471924,0.1955990195274353,095446,1,0/0,10.6957426071167,化学原料
11,605099,XD共创草,7.678410530090332,35.76,36.53,447498544,14307218400.0,14362717920.0,3.2118124961853027,0.16806723177433014,100433,2,5/4,11.171334266662598,家用轻工
12,002227,奥 特 迅,6.655844211578369,13.14,13.55,182110703,3231609105.2400002,3256173073.8,5.714232921600342,0.0761614665389061,100445,1,0/0,10.957792282104492,电源设备
