序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002596,海南瑞泽,4.322766304016113,3.62,3.82,256151305,4150202912.6600003,4154241453.44,5.969411373138428,0.2770082950592041,093000,1,0/0,6.340057373046875,水泥建材
2,603017,中衡设计,5.939716339111328,11.95,12.41,790105936,3297074047.1,3297074023.2,23.358814239501953,0.25167784094810486,093026,4,5/3,5.673758506774902,工程咨询
3,603042,华脉科技,7.837360382080078,18.3,18.67,1177886128,2938794072.0,2938794072.0,40.1525993347168,0.05467468127608299,093101,3,3/2,6.599882125854492,通信设备
4,603093,南华期货,-2.4263432025909424,16.89,19.04,822907808,10304012932.77,10304012848.32,7.4525604248046875,-0.5885815024375916,093135,1,4/3,13.749277114868164,多元金融
5,000815,美利云,6.315789222717285,13.13,13.59,808288432,9128803649.550001,9128803715.2,8.734602928161621,0.07621950656175613,093430,1,0/0,5.5870442390441895,造纸印刷
6,002775,文科股份,3.430079221725464,3.92,4.17,103473999,1720290384.96,2365153889.2799997,5.870380401611328,0.0,094036,1,0/0,10.554089546203613,工程建设
7,603353,XD和顺石,4.389312744140625,16.41,17.29,118926497,2796559380.0,2845395540.0,4.20643949508667,0.2443494200706482,095037,1,0/0,10.496183395385742,石油行业
8,603928,兴业股份,2.1575984954833984,10.89,11.73,166408172,2854051200.0,2854051200.0,5.717666149139404,-0.18331804871559143,095334,1,0/0,10.97560977935791,塑料制品
9,603310,巍华新材,5.867081642150879,20.39,21.19,128698287,1408378080.0,7041482600.0,9.156168937683105,-0.04901961237192154,095446,1,0/0,10.6957426071167,化学原料
10,605099,XD共创草,5.420053958892822,35.01,36.53,468470464,14007150900.0,14061486420.0,3.3609039783477783,0.02857142873108387,100433,2,5/4,11.171334266662598,家用轻工
11,002227,奥 特 迅,6.49350643157959,13.12,13.55,226316205,3226690369.9199996,3251216950.3999996,7.086211681365967,0.9230769276618958,100445,1,0/0,10.957792282104492,电源设备
