序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002596,海南瑞泽,3.4582133293151855,3.59,3.82,275397104,4115808965.87,4119814038.08,6.434615135192871,0.2793295979499817,093000,1,0/0,6.916426658630371,水泥建材
2,603017,中衡设计,7.446808338165283,12.12,12.41,828711792,3343978029.3599997,3343978005.12,24.515621185302734,0.1652892529964447,093026,4,5/3,5.673758506774902,工程咨询
3,603042,华脉科技,7.660577297210693,18.27,18.67,1219139664,2933976376.7999997,2933976376.7999997,41.56492614746094,0.2744237184524536,093101,3,3/2,6.599882125854492,通信设备
4,603093,南华期货,-2.253032922744751,16.92,19.04,882188544,10322314909.560001,10322314824.960001,8.0274658203125,-0.5291005373001099,093135,1,4/3,13.807047843933105,多元金融
5,000815,美利云,5.991902828216553,13.09,13.59,851336384,9100993128.15,9100993193.6,9.207186698913574,0.0,093430,1,0/0,5.5870442390441895,造纸印刷
6,002775,文科股份,3.430079221725464,3.92,4.17,114132285,1720290384.96,2365153889.2799997,6.491162300109863,0.0,094036,1,0/0,10.554089546203613,工程建设
7,600151,航天机电,8.689023971557617,7.13,7.22,451733600,10226218806.31,10226218813.44,4.439955234527588,0.0,094049,2,0/0,9.756096839904785,光伏设备
8,603353,XD和顺石,3.816793918609619,16.32,17.29,131764595,2781221760.0,2829790080.0,4.666836738586426,-0.06123698502779007,095037,1,0/0,10.496183395385742,石油行业
9,603928,兴业股份,2.5328330993652344,10.93,11.73,187953064,2864534400.0,2864534400.0,6.470043659210205,-0.09140767902135849,095334,1,0/0,10.97560977935791,塑料制品
10,603310,巍华新材,6.022845268249512,20.42,21.19,147158963,1410450240.0,7051842800.000001,10.465871810913086,-1.017935037612915,095446,1,0/0,10.6957426071167,化学原料
11,605099,XD共创草,3.2821438312530518,34.3,36.53,492794592,13723086999.999998,13776320599.999998,3.535789728164673,-1.0101009607315063,100433,2,5/4,11.171334266662598,家用轻工
12,002227,奥 特 迅,6.655844211578369,13.14,13.55,264211357,3231609105.2400002,3256173073.8,8.254804611206055,0.0,100445,1,0/0,10.957792282104492,电源设备
13,002882,金龙羽,6.8727126121521,26.28,27.05,1472031008,6486091902.0,11376612000.0,22.79850959777832,-0.03803727775812149,102133,2,0/0,12.32208251953125,电网设备
