序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002596,海南瑞泽,4.034582138061523,3.61,3.82,252593788,4138738263.73,4142765648.3199997,5.883555889129639,-0.27624309062957764,093000,1,0/0,6.340057373046875,水泥建材
2,603017,中衡设计,6.294326305389404,11.99,12.41,783062512,3308110278.2200003,3308110254.2400002,23.145769119262695,0.6717044115066528,093026,4,5/3,5.673758506774902,工程咨询
3,603042,华脉科技,7.130229473114014,18.18,18.67,1168675536,2919523291.2,2919523291.2,39.83873748779297,0.1652892529964447,093101,3,3/2,6.599882125854492,通信设备
4,603093,南华期货,-2.4263432025909424,16.89,19.04,805091072,10304012932.77,10304012848.32,7.279513835906982,0.2373887300491333,093135,1,4/3,13.749277114868164,多元金融
5,000815,美利云,5.991902828216553,13.09,13.59,800171120,9100993128.15,9100993193.6,8.645546913146973,0.0,093430,1,0/0,5.5870442390441895,造纸印刷
6,002775,文科股份,3.9577836990356445,3.94,4.17,102071499,1729067376.72,2377221000.96,5.789031505584717,0.0,094036,1,0/0,10.554089546203613,工程建设
7,603353,XD和顺石,4.262086391448975,16.39,17.29,115800291,2793151020.0,2841927660.0,4.094479560852051,0.1221747100353241,095037,1,0/0,10.496183395385742,石油行业
8,603928,兴业股份,1.876172661781311,10.86,11.73,159327404,2846188800.0,2846188800.0,5.469383239746094,-0.09199631959199905,095334,1,0/0,10.97560977935791,塑料制品
9,603310,巍华新材,5.970924377441406,20.41,21.19,126092427,1409759520.0,7048389400.0,8.971211433410645,0.0,095446,1,0/0,10.6957426071167,化学原料
10,605099,XD共创草,6.022282123565674,35.21,36.53,465054064,14087168900.0,14141814820.0,3.3365345001220703,0.9461008906364441,100433,2,5/4,11.171334266662598,家用轻工
11,002227,奥 特 迅,6.1688313484191895,13.08,13.55,212953515,3216852899.28,3241304703.6,6.669844627380371,-0.07639419287443161,100445,1,0/0,10.957792282104492,电源设备
