序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002596,海南瑞泽,3.4582133293151855,3.59,3.82,277880640,4115808965.87,4119814038.08,6.4948530197143555,0.0,093000,1,0/0,6.916426658630371,水泥建材
2,603042,华脉科技,8.898056030273438,18.48,18.67,1288576736,2967700243.2000003,2967700243.2000003,43.89346694946289,-0.054083287715911865,093101,3,3/2,6.599882125854492,通信设备
3,603093,南华期货,-2.1374928951263428,16.94,19.04,892215856,10334516227.42,10334516142.720001,8.124455451965332,-0.6451612710952759,093135,1,4/3,13.807047843933105,多元金融
4,000815,美利云,5.991902828216553,13.09,13.59,869087360,9100993128.15,9100993193.6,9.402331352233887,0.0,093430,1,0/0,5.5870442390441895,造纸印刷
5,002775,文科股份,2.902374505996704,3.9,4.17,116273964,1711513393.2,2353086777.6,6.6158976554870605,0.0,094036,1,0/0,10.554089546203613,工程建设
6,600151,航天机电,8.079268455505371,7.09,7.22,473426320,10168848714.83,10168848721.92,4.6530280113220215,-0.14084506034851074,094049,2,0/0,9.756096839904785,光伏设备
7,603353,XD和顺石,4.325699806213379,16.4,17.29,137343748,2794855199.9999995,2843661599.9999995,4.867280006408691,0.12210012972354889,095037,1,0/0,10.496183395385742,石油行业
8,603928,兴业股份,2.0637898445129395,10.88,11.73,192585559,2851430400.0,2851430400.0,6.632131576538086,-0.09182736277580261,095334,1,0/0,10.97560977935791,塑料制品
9,603310,巍华新材,5.919003009796143,20.4,21.19,151892395,1409068800.0,7044935999.999999,10.80016040802002,-0.390625,095446,1,0/0,10.6957426071167,化学原料
10,605099,XD共创草,3.071363925933838,34.23,36.53,499839296,13695080699.999998,13748205659.999998,3.586853265762329,-0.5808887481689453,100433,2,5/4,11.171334266662598,家用轻工
11,002227,奥 特 迅,6.818181991577148,13.16,13.55,274038752,3236527840.56,3261129197.2,8.558460235595703,0.07604562491178513,100445,1,0/0,10.957792282104492,电源设备
12,002882,金龙羽,6.994713306427002,26.31,27.05,1516409456,6493496116.5,11389599000.0,23.487102508544922,0.49656224250793457,102133,2,0/0,12.32208251953125,电网设备
13,002096,易普力,7.626392841339111,12.56,12.84,327629184,8803853663.28,15579936046.08,3.7346549034118652,-0.158982515335083,103300,1,0/0,10.796915054321289,化学制品
