序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002596,海南瑞泽,3.7463977336883545,3.6,3.82,279278544,4127273614.8,4131289843.2000003,6.528748512268066,0.0,093000,1,0/0,6.916426658630371,水泥建材
2,603042,华脉科技,9.95875072479248,18.66,18.67,1325356080,2996606414.4,2996606414.4,45.12287139892578,0.21482276916503906,093101,4,3/2,6.599882125854492,通信设备
3,603093,南华期货,-2.1374928951263428,16.94,19.04,895414032,10334516227.42,10334516142.720001,8.155451774597168,0.1182033121585846,093135,1,4/3,13.807047843933105,多元金融
4,000815,美利云,6.963562965393066,13.21,13.59,892794288,9184424692.35,9184424758.400002,9.660928726196289,-0.5271084308624268,093430,1,0/0,5.5870442390441895,造纸印刷
5,002775,文科股份,3.430079221725464,3.92,4.17,117323711,1720290384.96,2365153889.2799997,6.67705774307251,0.2557544708251953,094036,1,0/0,10.554089546203613,工程建设
6,600151,航天机电,8.231707572937012,7.1,7.22,478630032,10183191237.699999,10183191244.8,4.704197406768799,0.0,094049,2,0/0,9.756096839904785,光伏设备
7,603353,XD和顺石,4.007633209228516,16.35,17.29,138738337,2786334300.0000005,2834991900.0000005,4.917215824127197,-0.36563071608543396,095037,1,0/0,10.496183395385742,石油行业
8,603928,兴业股份,1.876172661781311,10.86,11.73,193931822,2846188800.0,2846188800.0,6.679330825805664,-0.27548208832740784,095334,1,0/0,10.97560977935791,塑料制品
9,603310,巍华新材,6.074766635894775,20.43,21.19,152929557,1411140960.0,7055296200.0,10.873594284057617,-0.04892367869615555,095446,1,0/0,10.6957426071167,化学原料
10,605099,XD共创草,3.7639265060424805,34.46,36.53,502771744,13787101400.0,13840583320.0,3.608123540878296,-0.05800464004278183,100433,2,5/4,11.171334266662598,家用轻工
11,002227,奥 特 迅,7.142857551574707,13.2,13.55,279124096,3246365311.2,3271041444.0,8.71545124053955,0.2277904450893402,100445,1,0/0,10.957792282104492,电源设备
12,002882,金龙羽,6.750711917877197,26.25,27.05,1526637616,6478687687.5,11363625000.0,23.645282745361328,0.5361930727958679,102133,2,0/0,12.32208251953125,电网设备
13,002827,高争民爆,8.550824165344238,31.61,32.03,658647216,8724324438.75,8724360000.0,7.647716522216797,-0.06323111057281494,103027,1,0/0,9.684065818786621,化学制品
14,002096,易普力,7.112253665924072,12.5,12.84,343589536,8761797037.5,15505509600.0,3.916424036026001,-0.15974441170692444,103300,1,0/0,10.796915054321289,化学制品
