序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,605005,合兴股份,-4.5059943199157715,23.1,26.61,625258608,9263100000.0,9263100000.0,6.642307281494141,0.0,092502,1,6/4,18.933443069458008,汽车零部
2,001338,永顺泰,4.1284403800964355,13.62,14.39,1017119232,3213700031.22,6833573931.839999,31.026479721069336,0.07347538322210312,093024,1,2/1,6.651376247406006,农牧饲渔
3,603238,诺邦股份,4.869761943817139,18.52,19.43,334938272,3287466680.0,3287466680.0,9.861661911010742,0.0,093024,3,2/1,5.266138076782227,美容护理
4,002731,萃华珠宝,6.267605781555176,15.09,15.62,812244288,3465515076.0,3865394040.0,23.09120750427246,-0.13236267864704132,093036,2,3/2,5.211267471313477,珠宝首饰
5,002969,嘉美包装,6.486486434936523,3.94,4.07,534378768,3742116746.56,3764478106.24,13.947959899902344,-0.2531645596027374,093051,5,2/1,4.324324607849121,包装材料
6,603823,百合花,7.080419540405273,12.25,12.58,650575984,5035135924.0,5100504472.0,12.850305557250977,0.08169934898614883,093107,6,2/1,6.818181991577148,化学制品
7,600561,江西长运,5.052005767822266,7.07,7.4,281074784,2011250976.0,2011250976.0,13.816000938415527,0.283687949180603,093352,1,0/0,10.104011535644531,铁路公路
8,000506,中润资源,7.1913161277771,7.9,8.11,595401280,7336500591.900001,7339240304.0,8.064567565917969,0.12674270570278168,094909,1,0/0,7.869741916656494,贵金属
9,603595,东尼电子,4.411764621734619,19.17,20.2,202929436,4455919389.42,4455919389.42,4.461020469665527,0.0,095123,2,0/0,11.165576934814453,消费电子
10,002115,三维通信,8.21566104888916,8.43,8.57,981463904,6341008334.76,6836656895.04,15.544355392456055,-0.11848341673612595,095239,1,0/0,11.039793968200684,互联网服
11,603211,晋拓股份,5.985318660736084,18.77,19.48,263079166,1275459040.0,5101836160.0,20.61029815673828,-0.1595744639635086,095248,1,0/0,11.180124282836914,汽车零部
12,002104,恒宝股份,10.0,10.56,10.56,2749608304,6331163562.240001,7478403609.6,45.27132034301758,0.8595988154411316,100015,4,5/3,14.479166030883789,通信设备
13,301005,超捷股份,12.18366813659668,43.0,46.0,1062083648,5691986798.0,5799063807.0,19.017255783081055,0.0,100842,1,0/0,19.9582576751709,汽车零部
14,002940,昂利康,4.631828784942627,17.62,18.52,388051024,3264553728.54,3554450637.32,12.084345817565918,-0.05672149732708931,101430,1,0/0,14.073634147644043,化学制药
15,600818,中路股份,7.110300540924072,11.75,12.07,228227645,2796005442.5,3777012872.0,8.16594123840332,0.17050299048423767,101554,1,0/0,11.485871315002441,交运设备
16,603086,先达股份,7.2784810066223145,10.17,10.43,663981888,4422049664.31,4422049593.12,15.18443489074707,0.2958579957485199,101841,2,0/0,9.493670463562012,农药兽药
17,002658,雪迪龙,6.367583751678467,7.35,7.6,226350475,2636134455.15,4672842820.8,8.506083488464355,-0.27137041091918945,104545,1,0/0,10.70911693572998,仪器仪表
