序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,605005,合兴股份,-1.777593970298767,23.76,26.61,720567584,9527760000.0,9527760000.0,7.674778938293457,-0.5441607236862183,092502,1,6/4,18.933443069458008,汽车零部
2,001338,永顺泰,0.6880733966827393,13.17,14.39,1193169360,3107520514.77,6607795057.44,36.59839630126953,-0.30280089378356934,093024,1,2/1,9.403669357299805,农牧饲渔
3,603238,诺邦股份,2.774631977081299,18.15,19.43,408303488,3221788349.9999995,3221788349.9999995,12.109535217285156,-0.2747252881526947,093024,3,2/1,7.24801778793335,美容护理
4,002731,萃华珠宝,3.309859275817871,14.67,15.62,1045150768,3369059388.0,3757808520.0,29.897823333740234,0.6863418221473694,093036,2,3/2,8.169013977050781,珠宝首饰
5,002969,嘉美包装,2.4324324131011963,3.79,4.07,723735728,3599650372.96,3621160411.84,19.07083511352539,-0.2631579041481018,093051,5,2/1,7.837838172912598,包装材料
6,603823,百合花,5.244755268096924,12.04,12.58,704418400,4948819308.16,5013067252.48,13.92310905456543,0.0831255242228508,093107,6,2/1,6.818181991577148,化学制品
7,600561,江西长运,4.606240749359131,7.04,7.4,304974320,2002716672.0,2002716672.0,15.00432300567627,0.0,093352,1,0/0,10.104011535644531,铁路公路
8,603518,锦泓集团,5.733005523681641,12.91,13.43,1020202944,4441723377.94,4472236756.8,22.80768585205078,-0.3088802993297577,094450,2,7/4,12.121212005615234,纺织服装
9,000506,中润资源,7.462686538696289,7.92,8.11,686864144,7355074011.12,7357820659.2,9.306537628173828,-0.12610340118408203,094909,1,0/0,7.869741916656494,贵金属
10,603595,东尼电子,5.936819076538086,19.45,20.2,258475785,4521003240.7,4521003240.7,5.688077449798584,0.05144032835960388,095123,2,0/0,11.165576934814453,消费电子
11,603211,晋拓股份,7.227554798126221,18.99,19.48,357813648,1290408480.0,5161633920.0,27.91324806213379,0.052687037736177444,095248,1,0/0,11.180124282836914,汽车零部
12,301005,超捷股份,14.270806312561035,43.8,46.0,1181120128,5797884226.799999,5906953366.2,21.091716766357422,0.0,100842,1,0/0,19.9582576751709,汽车零部
13,605388,均瑶健康,7.339449405670166,10.53,10.79,1134650560,6323096520.0,6323096520.0,18.63999366760254,0.19029495120048523,100901,3,8/5,17.125381469726562,食品饮料
14,002940,昂利康,3.9192399978637695,17.5,18.52,448334576,3242320672.5,3530243255.0,13.94217586517334,0.0,101430,1,0/0,14.073634147644043,化学制药
15,600818,中路股份,5.742935657501221,11.6,12.07,277464112,2760311756.0,3728795686.4,9.939237594604492,0.0,101554,1,0/0,11.485871315002441,交运设备
16,603086,先达股份,4.746835231781006,9.93,10.43,776823936,4317694509.99,4317694440.48,17.780149459838867,0.0,101841,2,0/0,9.493670463562012,农药兽药
17,002658,雪迪龙,5.065123081207275,7.26,7.6,324055584,2603855257.74,4615624337.28,12.235857009887695,-0.13755157589912415,104545,1,0/0,10.70911693572998,仪器仪表
