序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,605005,合兴股份,-6.28358793258667,22.67,26.61,611239104,9090670000.0,9090670000.0,6.490362167358398,-0.5701754093170166,092502,1,6/4,18.933443069458008,汽车零部
2,001338,永顺泰,5.045871257781982,13.74,14.39,1000422096,3242014568.94,6893781631.68,30.507694244384766,-0.072727270424366,093024,1,2/1,6.651376247406006,农牧饲渔
3,603238,诺邦股份,5.49263858795166,18.63,19.43,323353984,3306992670.0,3306992670.0,9.51025676727295,0.1074691042304039,093024,3,2/1,4.869761943817139,美容护理
4,002731,萃华珠宝,5.563380241394043,14.99,15.62,789057728,3442549436.0,3839778440.0,22.41868019104004,0.0,093036,2,3/2,5.211267471313477,珠宝首饰
5,603823,百合花,6.818181991577148,12.22,12.58,642640512,5022804978.88,5088013440.64,12.69294548034668,0.08190008252859116,093107,6,2/1,6.818181991577148,化学制品
6,600561,江西长运,5.497771263122559,7.1,7.4,276278528,2019785280.0,2019785280.0,13.577774047851562,0.5665722489356995,093352,1,0/0,10.104011535644531,铁路公路
7,000506,中润资源,6.648575305938721,7.86,8.11,574026080,7299353753.46,7302079593.6,7.771535873413086,-0.3802281320095062,094909,1,0/0,7.869741916656494,贵金属
8,603595,东尼电子,4.520697116851807,19.19,20.2,199679432,4460568235.940001,4460568235.940001,4.388099193572998,0.05213764309883118,095123,2,0/0,11.165576934814453,消费电子
9,002115,三维通信,8.087291717529297,8.42,8.57,802879072,6333486379.44,6828546981.76,12.728559494018555,0.2380952537059784,095239,1,0/0,11.039793968200684,互联网服
10,603211,晋拓股份,5.6465277671813965,18.71,19.48,256069264,1271381920.0,5085527680.0,20.059762954711914,0.10700909048318863,095248,1,0/0,11.180124282836914,汽车零部
11,301005,超捷股份,12.914165496826172,43.28,46.0,1050105296,5729050898.08,5836825152.72,18.807619094848633,0.0,100842,1,0/0,19.9582576751709,汽车零部
12,002940,昂利康,5.819477558135986,17.82,18.52,381836480,3301608821.94,3594796274.52,11.895273208618164,0.0,101430,1,0/0,14.073634147644043,化学制药
13,600818,中路股份,8.386507987976074,11.89,12.07,220336371,2829319549.9,3822015578.5600004,7.884294509887695,0.08417508006095886,101554,1,0/0,11.485871315002441,交运设备
14,603086,先达股份,7.2784810066223145,10.17,10.43,642388944,4422049664.31,4422049593.12,14.696353912353516,0.2958579957485199,101841,2,0/0,9.493670463562012,农药兽药
