序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,605005,合兴股份,-3.679206132888794,23.3,26.61,731113024,9343300000.0,9343300000.0,7.786524295806885,-0.12858980894088745,092502,1,6/4,18.933443069458008,汽车零部
2,001338,永顺泰,2.599388360977173,13.42,14.39,1260464944,3166509135.02,6733227765.44,38.716495513916016,0.298953652381897,093024,1,2/1,9.403669357299805,农牧饲渔
3,603238,诺邦股份,2.1517553329467773,18.04,19.43,422983392,3202262360.0,3202262360.0,12.566039085388184,-0.33149170875549316,093024,3,2/1,7.870894432067871,美容护理
4,002731,萃华珠宝,3.7323944568634033,14.73,15.62,1093245456,3382838772.0,3773177880.0,31.313756942749023,-0.40567949414253235,093036,2,3/2,8.169013977050781,珠宝首饰
5,603823,百合花,5.069930076599121,12.02,12.58,729090640,4940598678.08,5004739898.24,14.421689987182617,0.0,093107,6,2/1,6.818181991577148,化学制品
6,600561,江西长运,5.794948101043701,7.12,7.4,312104096,2025474816.0,2025474816.0,15.359119415283203,0.2816901206970215,093352,1,0/0,10.104011535644531,铁路公路
7,603518,锦泓集团,7.371007442474365,13.11,13.43,1065228736,4510533964.74,4541520052.8,23.81186866760254,0.15278838574886322,094450,2,7/4,12.121212005615234,纺织服装
8,000506,中润资源,8.276798248291016,7.98,8.11,728815056,7410794268.780001,7413561724.8,9.875856399536133,0.2512562870979309,094909,1,0/0,7.869741916656494,贵金属
9,603595,东尼电子,5.827886581420898,19.43,20.2,266963110,4516354394.18,4516354394.18,5.875694274902344,0.0,095123,2,0/0,11.165576934814453,消费电子
10,603211,晋拓股份,7.058159351348877,18.96,19.48,374111536,1288369920.0,5153479680.0,29.17884635925293,-0.052714813500642776,095248,1,0/0,11.180124282836914,汽车零部
11,301005,超捷股份,13.983824729919434,43.69,46.0,1222322336,5783323330.34,5892118551.809999,21.80108070373535,0.0,100842,1,0/0,19.9582576751709,汽车零部
12,605388,均瑶健康,6.625892162322998,10.46,10.79,1183830720,6281062640.000001,6281062640.000001,19.423547744750977,-0.380952388048172,100901,3,8/5,17.125381469726562,食品饮料
13,002940,昂利康,5.106888294219971,17.7,18.52,480327824,3279375765.9,3570588892.2,14.906914710998535,0.05652911588549614,101430,1,0/0,14.073634147644043,化学制药
14,600818,中路股份,6.1075663566589355,11.64,12.07,282830928,2769830072.4,3741653602.5600004,10.133390426635742,0.17211703956127167,101554,1,0/0,11.485871315002441,交运设备
15,603086,先达股份,4.008438587188721,9.86,10.43,821154144,4287257589.9799995,4287257520.9599996,18.81041717529297,0.0,101841,2,0/0,9.493670463562012,农药兽药
16,002658,雪迪龙,5.209840774536133,7.27,7.6,337482128,2607441835.23,4621981946.559999,12.750945091247559,0.0,104545,1,0/0,10.70911693572998,仪器仪表
17,603063,禾望电气,8.333333969116211,31.46,31.94,939968048,14266983845.4,14266983656.640001,6.751900672912598,0.1273074448108673,140650,1,0/0,11.053719520568848,风电设备
