序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,605005,合兴股份,-5.0020670890808105,22.98,26.61,653725536,9214980000.0,9214980000.0,6.9547014236450195,0.3931847810745239,092502,1,6/4,18.933443069458008,汽车零部
2,001338,永顺泰,3.516819715499878,13.54,14.39,1072538432,3194823672.74,6793435465.28,32.76142883300781,-0.36791759729385376,093024,1,2/1,7.262996673583984,农牧饲渔
3,603238,诺邦股份,4.303510665893555,18.42,19.43,355510224,3269715780.0000005,3269715780.0000005,10.488746643066406,-0.5936319231987,093024,3,2/1,5.945639610290527,美容护理
4,002731,萃华珠宝,7.3943657875061035,15.25,15.62,857460432,3502260100.0,3906379000.0,24.372268676757812,0.19710907340049744,093036,2,3/2,5.211267471313477,珠宝首饰
5,002969,嘉美包装,6.216216087341309,3.93,4.07,620101504,3732618988.32,3754923593.28,16.243661880493164,0.2551020383834839,093051,5,2/1,4.594594478607178,包装材料
6,603823,百合花,8.04195785522461,12.36,12.58,664766352,5080349389.44,5146304920.32,13.131585121154785,0.24330900609493256,093107,6,2/1,6.818181991577148,化学制品
7,600561,江西长运,5.200594425201416,7.08,7.4,288497008,2014095744.0,2014095744.0,14.184853553771973,0.0,093352,1,0/0,10.104011535644531,铁路公路
8,000506,中润资源,7.598371982574463,7.93,8.11,618319776,7364360720.73,7367110836.8,8.377607345581055,-0.125944584608078,094909,1,0/0,7.869741916656494,贵金属
9,603595,东尼电子,5.228758335113525,19.32,20.2,213657996,4490785738.32,4490785738.32,4.70120906829834,0.10362694412469864,095123,2,0/0,11.165576934814453,消费电子
10,002115,三维通信,8.472399711608887,8.45,8.57,1241896224,6356052245.4,6852876721.599999,19.685630798339844,1.1976048946380615,095239,1,0/0,11.039793968200684,互联网服
11,603211,晋拓股份,6.267645359039307,18.82,19.48,277730304,1278856640.0,5115426560.0,21.75434112548828,-0.21208909153938293,095248,1,0/0,11.180124282836914,汽车零部
12,002104,恒宝股份,9.791666984558105,10.54,10.56,2934053856,6319172722.16,7464239966.4,48.19227600097656,-0.18939393758773804,100015,7,5/3,14.479166030883789,通信设备
13,301005,超捷股份,12.366292953491211,43.07,46.0,1088284672,5701252823.02,5808504143.43,19.478002548217773,0.0,100842,1,0/0,19.9582576751709,汽车零部
14,002940,昂利康,5.285035610198975,17.73,18.52,400692512,3284934029.91,3576640737.78,12.469829559326172,-0.11267606168985367,101430,1,0/0,14.073634147644043,化学制药
15,600818,中路股份,7.383774280548096,11.78,12.07,247808213,2803144179.7999997,3786656309.12,8.86758041381836,0.426257461309433,101554,1,0/0,11.485871315002441,交运设备
16,603086,先达股份,5.274261474609375,9.98,10.43,702698384,4339435167.14,4339435097.28,16.067445755004883,-0.8937438130378723,101841,2,0/0,9.493670463562012,农药兽药
17,002658,雪迪龙,5.643994331359863,7.3,7.6,277779872,2618201567.7,4641054774.4,10.465360641479492,-0.40927693247795105,104545,1,0/0,10.70911693572998,仪器仪表
