序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,605005,合兴股份,-3.0177760124206543,23.46,26.61,619555696,9407460000.0,9407460000.0,6.581309795379639,1.514495849609375,092502,1,6/4,18.933443069458008,汽车零部
2,001338,永顺泰,4.510703086853027,13.67,14.39,1006779696,3225497755.27,6858660473.44,30.704893112182617,0.21994134783744812,093024,1,2/1,6.651376247406006,农牧饲渔
3,603238,诺邦股份,5.266138076782227,18.59,19.43,327693872,3299892310.0,3299892310.0,9.64167308807373,-0.1074691042304039,093024,3,2/1,4.869761943817139,美容护理
4,002731,萃华珠宝,5.8450703620910645,15.03,15.62,799890672,3451735692.0,3850024680.0,22.733911514282227,0.5351170301437378,093036,2,3/2,5.211267471313477,珠宝首饰
5,002969,嘉美包装,8.378377914428711,4.01,4.07,471833520,3808601054.24,3831359696.9599996,12.291548728942871,-1.4742014408111572,093051,5,2/1,4.324324607849121,包装材料
6,603823,百合花,7.604894638061523,12.31,12.58,646689520,5059797814.24,5125486534.72,12.773256301879883,0.32599836587905884,093107,6,2/1,6.818181991577148,化学制品
7,600561,江西长运,5.200594425201416,7.08,7.4,279068816,2014095744.0,2014095744.0,13.715887069702148,0.14144271612167358,093352,1,0/0,10.104011535644531,铁路公路
8,000506,中润资源,6.512889862060547,7.85,8.11,584070544,7290067043.849999,7292789416.0,7.909335136413574,-0.12722645699977875,094909,1,0/0,7.869741916656494,贵金属
9,603595,东尼电子,4.411764621734619,19.17,20.2,201305214,4455919389.42,4455919389.42,4.424538612365723,-0.10422094166278839,095123,2,0/0,11.165576934814453,消费电子
10,002115,三维通信,8.472399711608887,8.45,8.57,921216896,6356052245.4,6852876721.599999,14.594012260437012,0.4756242632865906,095239,1,0/0,11.039793968200684,互联网服
11,603211,晋拓股份,5.928853988647461,18.76,19.48,258693139,1274779520.0,5099118080.0,20.266084671020508,0.0533333346247673,095248,1,0/0,11.180124282836914,汽车零部
12,301005,超捷股份,12.522829055786133,43.13,46.0,1057430544,5709195130.18,5816595860.37,18.935516357421875,0.0,100842,1,0/0,19.9582576751709,汽车零部
13,002940,昂利康,5.641330242156982,17.79,18.52,384731952,3296050557.93,3588744428.94,11.983036994934082,-0.056179776787757874,101430,1,0/0,14.073634147644043,化学制药
14,600818,中路股份,7.474931240081787,11.79,12.07,223111069,2805523758.8999996,3789870788.16,7.9830098152160645,-0.08474576473236084,101554,1,0/0,11.485871315002441,交运设备
15,603086,先达股份,7.383966445922852,10.18,10.43,653524208,4426397795.74,4426397724.48,14.947358131408691,-0.48875856399536133,101841,2,0/0,9.493670463562012,农药兽药
16,002658,雪迪龙,6.801736354827881,7.38,7.6,196196203,2646894187.62,4691915648.64,7.365720272064209,-1.9920319318771362,104545,1,0/0,10.70911693572998,仪器仪表
