序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000826,启迪环境,4.82456111907959,2.39,2.51,682284000,3406163372.01,3406594262.7200003,19.37919807434082,-0.4166666865348816,092500,3,3/2,6.5789475440979,环保行业
2,000903,云内动力,6.115108013153076,5.9,6.12,3229722400,11329543723.2,11503638091.2,27.820415496826172,0.3401360511779785,092500,2,8/5,6.834532260894775,汽车零部
3,605005,合兴股份,3.7435896396636963,20.23,21.45,460632736,8112230000.0,8112230000.0,5.5489821434021,-1.0757946968078613,092501,1,3/2,10.051281929016113,汽车零部
4,001230,劲旅环境,5.636007785797119,26.99,28.11,568792112,1459557500.86,3603059658.0299997,37.937904357910156,-0.03703703731298447,093018,3,4/3,5.205479621887207,环保行业
5,600476,湘邮科技,3.3806958198547363,21.1,22.45,677899824,3398577000.0,3398577000.0,19.34233283996582,-0.4716981053352356,093050,1,2/1,9.505144119262695,软件开发
6,600650,锦江在线,7.768115997314453,18.59,18.98,800263008,7260511794.25,10254431982.08,11.012123107910156,1.3079019784927368,093209,3,2/1,6.956521511077881,铁路公路
7,600834,申通地铁,4.927211761474609,9.37,9.82,408900288,4473068449.849999,4473068440.48,8.905205726623535,-0.42507970333099365,093325,3,2/1,6.159014701843262,铁路公路
8,002550,千红制药,8.774373054504395,7.81,7.9,706118016,7479946119.799999,9995238000.0,9.544596672058105,-0.25542783737182617,093345,2,0/0,10.027854919433594,化学制药
9,002250,联化科技,9.688995361328125,9.17,9.2,1175419904,8312918210.5199995,8356924710.4,14.440067291259766,0.0,093651,5,3/2,9.449760437011719,农药兽药
10,603194,中力股份,7.575353145599365,40.33,41.24,542872992,2009580823.8799999,16172330000.0,27.454465866088867,-1.1034821271896362,094842,1,2/1,7.868765354156494,工程机械
