序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000826,启迪环境,9.210526466369629,2.49,2.51,1006032112,3548680667.9100003,3549129587.5200005,28.496915817260742,0.0,092500,7,3/2,6.5789475440979,环保行业
2,000903,云内动力,4.856115341186523,5.83,6.12,4104618624,11195125407.84,11367154249.44,35.595890045166016,0.17182131111621857,092500,2,8/5,6.834532260894775,汽车零部
3,600551,时代出版,4.391891956329346,9.27,9.77,612000992,6285572065.53,6285572000.639999,9.319299697875977,-0.6430867910385132,092501,4,2/1,5.96846866607666,文化传媒
4,605005,合兴股份,-0.5128205418586731,19.4,21.45,527777024,7779399999.999999,7779399999.999999,6.387073993682861,-0.10298661887645721,092501,1,3/2,10.51282024383545,汽车零部
5,001230,劲旅环境,3.052837610244751,26.33,28.11,707450304,1423866209.62,3514952234.0099998,47.30768585205078,0.9198926687240601,093018,3,4/3,8.610567092895508,环保行业
6,300546,雄帝科技,17.617753982543945,25.97,26.5,1799045856,3483959512.95,4846850985.2699995,52.03379440307617,0.0,093036,5,2/1,9.057971000671387,计算机设
7,603390,通达电气,7.460136890411377,18.87,19.32,1416300384,6599881850.55,6636050338.08,21.17144203186035,0.9090908765792847,093038,10,8/6,4.669703960418701,汽车零部
8,600476,湘邮科技,4.16462516784668,21.26,22.45,874314768,3424348200.0000005,3424348200.0000005,25.061399459838867,-0.4215456545352936,093050,1,2/1,9.505144119262695,软件开发
9,600650,锦江在线,6.028985500335693,18.29,18.98,1004396752,7143343771.75,10088948948.48,13.837660789489746,-0.3812636137008667,093209,3,2/1,6.956521511077881,铁路公路
10,600834,申通地铁,5.263157844543457,9.4,9.82,483419824,4487389907.0,4487389897.6,10.559330940246582,0.10649627447128296,093325,3,2/1,6.159014701843262,铁路公路
11,600192,长城电工,8.429561614990234,9.39,9.53,862422464,4148013720.0000005,4148013720.0000005,21.11304473876953,0.3205128312110901,094733,4,5/3,13.625865936279297,电网设备
12,600658,电子城,6.561086177825928,4.71,4.86,369328496,5268535561.95,5268535538.4,6.92793083190918,0.0,094803,4,0/0,11.312217712402344,房地产服
13,000953,河化股份,6.724782466888428,8.57,8.83,757873168,3137667211.15,3137667185.44,24.422916412353516,0.23391813039779663,095618,1,0/0,13.5740966796875,化学制药
14,001212,中旗新材,7.265774250030518,56.1,57.53,576718672,8554311895.8,10057029945.6,6.934436321258545,0.07135212421417236,100848,1,0/0,11.510516166687012,装修装饰
15,002982,湘佳股份,9.939556121826172,16.37,16.38,323852640,2126067238.88,2375917375.96,15.720145225524902,-0.061050064861774445,104354,7,0/0,9.670920372009277,农牧饲渔
16,688799,华纳药厂,19.366626739501953,49.0,49.26,533764448,6434680000.0,6434680000.0,8.891446113586426,-0.20366600155830383,105149,2,0/0,22.314250946044922,化学制药
17,301633,港迪技术,20.0,83.76,83.76,285258768,1165939200.0,4663756800.0,26.052772521972656,0.0,105815,1,0/0,21.14613151550293,通用设备
