序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000826,启迪环境,8.333333969116211,2.47,2.51,1056380160,3520177208.7300005,3520622522.5600004,29.935087203979492,0.0,092500,7,3/2,6.5789475440979,环保行业
2,000903,云内动力,2.8776979446411133,5.72,6.12,4448126976,10983896626.56,11152679640.96,38.72671127319336,-0.1745200753211975,092500,2,8/5,9.352518081665039,汽车零部
3,600551,时代出版,3.0405406951904297,9.15,9.77,675808528,6204205436.85,6204205372.8,10.344538688659668,0.0,092501,4,2/1,8.558558464050293,文化传媒
4,605005,合兴股份,-2.8717947006225586,18.94,21.45,552031056,7594940000.000001,7594940000.000001,6.705105781555176,0.4774535894393921,092501,1,3/2,14.615385055541992,汽车零部
5,001230,劲旅环境,-3.326810121536255,24.7,28.11,746858960,1335719535.8,3297353595.9,50.17149353027344,-0.20202021300792694,093018,3,4/3,13.463796615600586,环保行业
6,300546,雄帝科技,16.711956024169922,25.77,26.5,1866690976,3457128865.95,4809524447.07,53.9957275390625,0.0,093036,5,2/1,9.057971000671387,计算机设
7,603390,通达电气,6.036446571350098,18.62,19.32,1601076992,6512443034.3,6548132342.08,24.00925636291504,0.2692514657974243,093038,10,8/6,7.460136890411377,汽车零部
8,600476,湘邮科技,0.8329249620437622,20.58,22.45,934876048,3314820599.9999995,3314820599.9999995,26.855525970458984,-0.38722169399261475,093050,1,2/1,9.505144119262695,软件开发
9,600650,锦江在线,3.536231756210327,17.86,18.98,1122223888,6975402939.5,9851756600.32,15.509754180908203,0.33707866072654724,093209,3,2/1,7.072463512420654,铁路公路
10,600834,申通地铁,3.8073909282684326,9.27,9.82,505057632,4425330259.349999,4425330250.08,11.043408393859863,-0.32258063554763794,093325,3,2/1,6.159014701843262,铁路公路
11,002550,千红制药,8.356545448303223,7.78,7.9,1231340672,7451213932.400001,9956844000.0,16.576313018798828,-0.7653061151504517,093345,5,0/0,10.027854919433594,化学制药
12,603477,巨星农牧,9.969788551330566,21.84,21.85,952009136,11139935220.96,11139935089.92,8.609979629516602,0.045808520168066025,093405,4,0/0,8.45921516418457,农牧饲渔
13,600192,长城电工,7.621247291564941,9.32,9.53,901304368,4117091360.0,4117091360.0,22.053993225097656,0.10741138458251953,094733,4,5/3,13.625865936279297,电网设备
14,600658,电子城,6.334842205047607,4.7,4.86,392383440,5257349711.5,5257349688.0,7.366494178771973,0.0,094803,4,0/0,11.312217712402344,房地产服
15,002173,创新医疗,7.670454502105713,11.37,11.62,1173335296,4733381516.91,5017403082.24,24.761829376220703,0.08802817016839981,095203,2,0/0,10.416666030883789,医疗服务
16,000953,河化股份,4.234122276306152,8.37,8.83,814506192,3064442772.1499996,3064442747.0399995,26.253067016601562,-0.11933174729347229,095618,1,0/0,13.5740966796875,化学制药
17,300149,睿智医药,17.172897338867188,10.03,10.27,1446074832,4985756642.33,4994578920.0,29.565011978149414,0.0,100312,5,2/1,14.836448669433594,医疗服务
18,603686,福龙马,8.096415519714355,17.49,17.8,2415260912,7265877765.959999,7265877695.999999,34.20396423339844,-0.11422044783830643,102237,1,2/1,10.50679874420166,环保行业
19,000029,深深房Ａ,9.895546913146973,19.99,20.01,293120720,17824283400.0,20223083400.0,1.6671770811080933,-0.05000000074505806,102918,1,0/0,10.995052337646484,房地产开
20,002982,湘佳股份,8.932169914245605,16.22,16.38,389778128,2106585865.28,2354146599.7599998,18.843643188476562,0.0,104354,7,0/0,9.670920372009277,农牧饲渔
21,688799,华纳药厂,16.930572509765625,48.0,49.26,728446096,6303360000.0,6303360000.0,11.926963806152344,2.476515769958496,105149,5,0/0,22.314250946044922,化学制药
22,301633,港迪技术,15.343838691711426,80.51,83.76,314393664,1120699200.0,4482796800.0,28.59228515625,0.0,105815,1,0/0,21.14613151550293,通用设备
23,002345,潮宏基,6.789668083190918,14.47,14.91,850365184,12545553161.550001,12856778826.880001,6.785456657409668,-0.06906077265739441,110130,4,0/0,11.881918907165527,珠宝首饰
24,002773,康弘药业,7.471264362335205,31.79,32.54,618366848,21829546995.41,29282503476.16,2.8548710346221924,0.0944584384560585,110257,1,0/0,10.07437515258789,化学制药
25,603229,奥翔药业,7.168037414550781,9.12,9.36,354577920,7572309962.4,7572310026.24,4.707098960876465,-0.1095290333032608,111445,2,0/0,10.340775489807129,化学制药
