序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000826,启迪环境,7.894736289978027,2.46,2.51,1106331248,3505925479.14,3506368990.08,31.359249114990234,-0.8064515590667725,092500,7,3/2,6.5789475440979,环保行业
2,000903,云内动力,1.4388489723205566,5.64,6.12,4869352448,10830275694.72,10996698107.519999,42.65057373046875,0.0,092500,2,8/5,12.769783973693848,汽车零部
3,605005,合兴股份,-4.256410121917725,18.67,21.45,568588816,7486670000.000001,7486670000.000001,6.923833847045898,0.10723860561847687,092501,1,3/2,14.615385055541992,汽车零部
4,001230,劲旅环境,-2.42661452293396,24.93,28.11,802541552,1348157410.02,3328057698.21,54.16363525390625,0.241254523396492,093018,3,4/3,13.463796615600586,环保行业
5,300546,雄帝科技,14.039855003356934,25.18,26.5,1971002240,3377978457.3,4699411159.38,57.056087493896484,0.0,093036,5,2/1,9.057971000671387,计算机设
6,603390,通达电气,4.1002278327941895,18.28,19.32,1736583264,6393526244.200001,6428563867.52,26.12417221069336,-0.8138904571533203,093038,10,8/6,7.744874954223633,汽车零部
7,600476,湘邮科技,-0.9799118041992188,20.21,22.45,1045072944,3255224700.0,3255224700.0,30.21586799621582,-0.3451676666736603,093050,1,2/1,12.493875503540039,软件开发
8,600650,锦江在线,4.463768005371094,18.02,18.98,1237074192,7037892551.5,9940014218.24,17.141921997070312,0.05552470684051514,093209,3,2/1,8.0,铁路公路
9,600834,申通地铁,3.919373035430908,9.28,9.82,565610272,4430104078.4,4430104069.12,12.403185844421387,0.3243243396282196,093325,3,2/1,8.174692153930664,铁路公路
10,002550,千红制药,7.38161563873291,7.71,7.9,1374486000,7384172161.8,9867258000.0,18.49564552307129,-0.38759690523147583,093345,5,0/0,10.027854919433594,化学制药
11,600192,长城电工,8.660508155822754,9.41,9.53,985488160,4156848680.0,4156848680.0,24.068519592285156,-0.31779658794403076,094733,4,5/3,13.625865936279297,电网设备
12,600658,电子城,4.0723981857299805,4.6,4.86,417759728,5145491207.0,5145491184.0,7.853993892669678,0.0,094803,4,0/0,11.312217712402344,房地产服
13,002173,创新医疗,7.291666507720947,11.33,11.62,1305808272,4716729339.19,4999751708.16,27.557235717773438,-0.08818341791629791,095203,2,0/0,10.416666030883789,医疗服务
14,000953,河化股份,4.607720851898193,8.4,8.83,875948240,3075426438.0,3075426412.8,28.263896942138672,0.11918950825929642,095618,1,0/0,13.5740966796875,化学制药
15,300149,睿智医药,19.158878326416016,10.2,10.27,1572318688,5070260992.2,5079232800.0,32.07960891723633,0.0,100312,5,2/1,14.836448669433594,医疗服务
16,001212,中旗新材,9.139579772949219,57.08,57.53,866883648,8703745508.24,10232714247.68,10.259674072265625,-0.3143555819988251,100848,3,0/0,11.510516166687012,装修装饰
17,603686,福龙马,8.281828880310059,17.52,17.8,2830366384,7278340678.08,7278340608.0,39.84785842895508,-0.057045068591833115,102237,5,2/1,10.50679874420166,环保行业
18,688799,华纳药厂,13.17905044555664,46.46,49.26,782456256,6101127200.0,6101127200.0,12.80955696105957,0.3455723524093628,105149,5,0/0,22.314250946044922,化学制药
19,301633,港迪技术,15.042980194091797,80.3,83.76,336126976,1117776000.0,4471104000.0,30.530086517333984,0.0,105815,1,0/0,21.14613151550293,通用设备
20,002345,潮宏基,5.092250823974609,14.24,14.91,982809328,12346142157.6,12652420904.960001,7.858242511749268,0.2816901206970215,110130,4,0/0,11.881918907165527,珠宝首饰
21,002773,康弘药业,8.55307674407959,32.11,32.54,685755088,22049284492.69,29577262869.44,3.1615467071533203,0.15595757961273193,110257,1,0/0,10.07437515258789,化学制药
22,603229,奥翔药业,6.698002815246582,9.08,9.36,417973600,7539098076.6,7539098140.16,5.549957275390625,-0.6564551591873169,111445,2,0/0,10.340775489807129,化学制药
23,600212,绿能慧充,7.242693901062012,8.44,8.66,750335344,4345057277.719999,5944015303.04,17.425302505493164,0.0,131134,6,2/1,8.894536018371582,电力行业
24,002734,利民股份,8.196721076965332,17.82,18.12,1524107088,6753920350.32,7506489101.76,23.269765853881836,0.1686340719461441,132945,1,0/0,12.932604789733887,农药兽药
25,002465,海格通信,8.15518569946289,13.66,13.89,3939447840,33847937908.94,33901851784.32,11.94898796081543,0.3673769235610962,134518,2,0/0,10.847188949584961,通信设备
26,600495,晋西车轴,7.045009613037109,5.47,5.62,1057041328,6608804146.42,6608804113.599999,16.689876556396484,0.18315018713474274,135449,1,0/0,13.698630332946777,交运设备
