序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000903,云内动力,5.755395889282227,5.88,6.12,3723388672,11291138490.24,11464642707.84,32.22398376464844,0.5128205418586731,092500,2,8/5,6.834532260894775,汽车零部
2,603123,翠微股份,9.384163856506348,11.19,11.25,892675376,7298967869.309999,8937863359.68,12.19947338104248,-0.44483983516693115,092500,4,2/1,3.4213099479675293,多元金融
3,605005,合兴股份,2.0512821674346924,19.9,21.45,492890000,7979899999.999999,7979899999.999999,5.948894500732422,0.4036327004432678,092501,1,3/2,10.051281929016113,汽车零部
4,001230,劲旅环境,8.258316993713379,27.66,28.11,650997312,1495789569.24,3692502043.02,43.43348693847656,-0.21645021438598633,093018,3,4/3,5.205479621887207,环保行业
5,300546,雄帝科技,17.798912048339844,26.01,26.5,1642734368,3489325642.3500004,4854316292.91,47.58056640625,0.0,093036,4,2/1,9.057971000671387,计算机设
6,600476,湘邮科技,3.2827045917510986,21.08,22.45,768991152,3395355599.9999995,3395355599.9999995,22.02259635925293,-0.6597549915313721,093050,1,2/1,9.505144119262695,软件开发
7,600650,锦江在线,9.449275970458984,18.88,18.98,889397408,7373774216.0,10414398914.56,12.244922637939453,0.9625668525695801,093209,3,2/1,6.956521511077881,铁路公路
8,600834,申通地铁,5.375140190124512,9.41,9.82,454829648,4492163726.05,4492163716.64,9.922041893005371,-0.42328041791915894,093325,3,2/1,6.159014701843262,铁路公路
9,002550,千红制药,7.242340087890625,7.7,7.9,875776768,7374594766.0,9854460000.0,11.841676712036133,-0.3880983293056488,093345,2,0/0,10.027854919433594,化学制药
10,002250,联化科技,8.133971214294434,9.04,9.2,1401119344,8195068770.239999,8238451404.799999,17.175479888916016,0.11074197292327881,093651,6,3/2,9.449760437011719,农药兽药
11,600192,长城电工,9.237874984741211,9.46,9.53,759652448,4178936080.0000005,4178936080.0000005,18.637514114379883,0.3181336224079132,094733,4,5/3,13.625865936279297,电网设备
12,600658,电子城,7.918552398681641,4.77,4.86,303258768,5335650664.65,5335650640.799999,5.678834915161133,0.0,094803,4,0/0,11.312217712402344,房地产服
13,000953,河化股份,5.977583885192871,8.51,8.83,627560528,3115699879.45,3115699853.92,20.212242126464844,-0.8158507943153381,095618,1,0/0,13.5740966796875,化学制药
14,300149,睿智医药,19.042057037353516,10.19,10.27,1150430800,5065290148.09,5074253160.0,23.719154357910156,0.0,100312,3,2/1,14.836448669433594,医疗服务
15,001212,中旗新材,8.489483833312988,56.74,57.53,438232224,8651901193.720001,10171762551.04,5.319859981536865,-1.3731966018676758,100848,1,0/0,11.510516166687012,装修装饰
