序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000826,启迪环境,9.64912223815918,2.5,2.51,999325776,3562932397.5,3563383120.0,28.30832862854004,0.40160641074180603,092500,7,3/2,6.5789475440979,环保行业
2,000903,云内动力,5.395683288574219,5.86,6.12,4084050752,11252733257.28,11425647324.480001,35.41242980957031,0.17094017565250397,092500,2,8/5,6.834532260894775,汽车零部
3,600551,时代出版,5.6306304931640625,9.38,9.77,601304960,6360158141.820001,6360158076.160001,9.150540351867676,0.0,092501,4,2/1,5.96846866607666,文化传媒
4,605005,合兴股份,0.41025638580322266,19.58,21.45,523280720,7851579999.999999,7851579999.999999,6.329492568969727,-1.0611419677734375,092501,1,3/2,10.051281929016113,汽车零部
5,001230,劲旅环境,3.2876710891723633,26.39,28.11,700442704,1427110872.46,3522961999.83,46.81303024291992,-0.1135503426194191,093018,3,4/3,7.005871295928955,环保行业
6,300546,雄帝科技,17.798912048339844,26.01,26.5,1792293744,3489325642.3500004,4854316292.91,51.839988708496094,0.0,093036,5,2/1,9.057971000671387,计算机设
7,603390,通达电气,9.16856575012207,19.17,19.32,1341217968,6704808430.05,6741551933.280001,20.030357360839844,0.15673980116844177,093038,10,8/6,4.669703960418701,汽车零部
8,600476,湘邮科技,3.4296915531158447,21.11,22.45,867874976,3400187700.0,3400187700.0,24.873157501220703,-0.5652378797531128,093050,1,2/1,9.505144119262695,软件开发
9,600650,锦江在线,5.855072498321533,18.26,18.98,996664368,7131626969.500001,10072400645.12,13.729252815246582,-0.4904631972312927,093209,3,2/1,6.956521511077881,铁路公路
10,600834,申通地铁,5.151175498962402,9.39,9.82,482297840,4482616087.95,4482616078.56,10.534318923950195,-0.10638297349214554,093325,3,2/1,6.159014701843262,铁路公路
11,002250,联化科技,8.851675033569336,9.1,9.2,1614404656,8249460819.599999,8293131392.0,19.771203994750977,-0.21929824352264404,093651,6,3/2,9.449760437011719,农药兽药
12,600192,长城电工,8.314087867736816,9.38,9.53,859327168,4143596240.0000005,4143596240.0000005,21.038318634033203,-0.21276594698429108,094733,4,5/3,13.625865936279297,电网设备
13,600658,电子城,6.334842205047607,4.7,4.86,368108688,5257349711.5,5257349688.0,6.9047322273254395,0.0,094803,4,0/0,11.312217712402344,房地产服
14,000953,河化股份,5.977583885192871,8.51,8.83,752258864,3115699879.45,3115699853.92,24.243303298950195,-0.46783626079559326,095618,1,0/0,13.5740966796875,化学制药
15,001212,中旗新材,7.361377239227295,56.15,57.53,572951328,8561936059.7,10065993430.4,6.8903398513793945,-0.03560619801282883,100848,1,0/0,11.510516166687012,装修装饰
16,688799,华纳药厂,19.97563934326172,49.25,49.26,509849104,6467510000.0,6467510000.0,8.520604133605957,0.5717786550521851,105149,2,0/0,22.314250946044922,化学制药
