序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000826,启迪环境,7.456140041351318,2.45,2.51,1136655040,3491673749.55,3492115457.6000004,32.227603912353516,0.8230452537536621,092500,7,3/2,6.5789475440979,环保行业
2,000903,云内动力,-1.2589927911758423,5.49,6.12,5027804416,10542236447.52,10704232732.32,44.135746002197266,-0.36297640204429626,092500,2,8/5,12.769783973693848,汽车零部
3,605005,合兴股份,-3.846153974533081,18.75,21.45,584236704,7518750000.0,7518750000.0,7.132513999938965,0.16025641560554504,092501,1,3/2,14.615385055541992,汽车零部
4,001230,劲旅环境,-0.6653620600700378,25.38,28.11,828034752,1372492381.32,3388130941.8599997,56.001564025878906,0.4750593900680542,093018,3,4/3,13.463796615600586,环保行业
5,300546,雄帝科技,18.342390060424805,26.13,26.5,2098220080,3505424030.5499997,4876712215.83,60.69951629638672,0.0,093036,6,2/1,9.057971000671387,计算机设
6,603390,通达电气,3.986332654953003,18.26,19.32,1851281712,6386531138.900001,6421530427.84,27.940929412841797,1.5572859048843384,093038,10,8/6,9.054669380187988,汽车零部
7,600476,湘邮科技,-1.9598236083984375,20.01,22.45,1089058000,3223010700.0000005,3223010700.0000005,31.582788467407227,0.6033182740211487,093050,1,2/1,13.620774269104004,软件开发
8,600650,锦江在线,3.768115758895874,17.9,18.98,1307165808,6991025342.499999,9873821004.8,18.14061737060547,0.2239641696214676,093209,3,2/1,8.0,铁路公路
9,600834,申通地铁,3.471444606781006,9.24,9.82,584276928,4411008802.2,4411008792.96,12.824884414672852,0.0,093325,3,2/1,8.174692153930664,铁路公路
10,002550,千红制药,9.749303817749023,7.88,7.9,1454406928,7546987890.4,10084824000.0,19.572851181030273,-0.12674270570278168,093345,5,0/0,10.027854919433594,化学制药
11,600192,长城电工,8.314087867736816,9.38,9.53,1031613184,4143596240.0000005,4143596240.0000005,25.177227020263672,-0.5302227139472961,094733,4,5/3,13.625865936279297,电网设备
12,600658,电子城,4.977375507354736,4.64,4.86,433488656,5190234608.799999,5190234585.599999,8.15869140625,0.0,094803,4,0/0,11.312217712402344,房地产服
13,000953,河化股份,2.6151931285858154,8.24,8.83,938149648,3016846886.8,3016846862.08,30.31406021118164,0.0,095618,1,0/0,13.5740966796875,化学制药
14,603686,福龙马,9.39431381225586,17.7,17.8,2973601216,7353118150.799999,7353118080.0,41.80002212524414,-0.5617977380752563,102237,7,2/1,10.50679874420166,环保行业
15,688799,华纳药厂,12.667478561401367,46.25,49.26,799275776,6073550000.0,6073550000.0,13.083431243896484,-0.5376344323158264,105149,5,0/0,22.314250946044922,化学制药
16,301633,港迪技术,14.656160354614258,80.03,83.76,350052528,1114017600.0,4456070400.0,31.765287399291992,0.0,105815,1,0/0,21.14613151550293,通用设备
17,002345,潮宏基,4.501844882965088,14.16,14.91,1050547728,12276781808.4,12581339888.64,8.411934852600098,0.14144271612167358,110130,4,0/0,11.881918907165527,珠宝首饰
18,002773,康弘药业,7.843137741088867,31.9,32.54,724555376,21905081760.1,29383827017.6,3.338212013244629,-0.21895526349544525,110257,1,0/0,10.07437515258789,化学制药
19,603229,奥翔药业,6.1104583740234375,9.03,9.36,442483424,7497583219.349999,7497583282.559999,5.875409126281738,-0.2209944725036621,111445,2,0/0,10.340775489807129,化学制药
20,002734,利民股份,9.168184280395508,17.98,18.12,1600329472,6814561610.4800005,7573887432.64,24.390888214111328,0.055648304522037506,132945,1,0/0,12.932604789733887,农药兽药
21,002465,海格通信,7.521773815155029,13.58,13.89,4225266288,33649706940.22,33703305068.16,12.795791625976562,-0.36683785915374756,134518,2,0/0,10.847188949584961,通信设备
22,600495,晋西车轴,4.892367839813232,5.36,5.62,1141810944,6475903148.96,6475903116.8,17.99322509765625,0.3745318353176117,135449,1,0/0,13.698630332946777,交运设备
