序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,839719,宁新新材,17.29,30.0,3.99,306606.0,506683596.36,24.74,17.29,14.0,14.0,13.3,8.7,41.89,-22.76,2.46,1609584886.0,1265518416.0,0.0,0.0,51.0,65.93
2,833284,灵鸽科技,33.81,23.85,6.51,229620.0,711310022.29,29.85,34.56,26.41,26.66,27.3,3.38,33.89,231.77,11.4,3542802657.0,2291043870.0,-0.41,0.15,110.79,121.7
3,300204,舒泰神,14.15,20.02,2.36,364134.0,487273253.56,22.48,14.15,11.5,11.55,11.79,2.79,7.72,-723.81,7.09,6760481653.0,6678507109.0,0.0,0.0,80.72,90.96
4,301316,慧博云通,41.76,20.0,6.96,13052.0,54505152.0,0.0,41.76,41.76,41.76,34.8,0.1,0.54,1013.22,16.66,16871040000.0,10140434765.0,0.0,0.0,67.71,63.32
5,300584,海辰药业,27.48,20.0,4.58,188194.0,473348271.26,21.0,27.48,22.67,22.67,22.9,3.08,22.92,54.82,3.18,3297600000.0,2256523525.0,0.0,0.0,35.64,36.31
6,300530,领湃科技,35.04,20.0,5.84,198451.0,651461435.27,22.05,35.04,28.6,28.8,29.2,4.09,12.54,-56.56,43.83,6025175444.0,5545935467.0,0.0,0.0,48.73,106.97
7,301112,信邦智能,45.38,19.99,7.56,75958.0,344535857.44,2.78,45.38,44.33,45.38,37.82,2.08,20.95,105.56,4.06,5003898308.0,1645338530.0,0.0,0.0,75.08,94.18
8,688336,三生国健,47.24,19.99,7.87,82702.0,387291383.0,7.62,47.24,44.24,47.24,39.37,3.43,1.34,70.75,5.14,29136960861.0,29136960861.0,0.0,0.0,101.88,120.54
9,301662,宏工科技,81.0,16.68,11.58,70451.0,534055977.54,24.63,83.3,66.2,67.8,69.42,2.13,44.66,93.44,4.29,6480000000.0,1277882325.0,0.66,1.22,204.51,204.51
10,830779,武汉蓝电,53.99,15.34,7.18,75395.0,384203980.96,19.01,55.08,46.18,46.8,46.81,4.91,37.63,93.77,9.27,4323234133.0,1081592522.0,0.54,0.37,90.84,135.46
11,300473,德尔股份,33.97,13.65,4.08,215943.0,698010161.66,20.24,35.48,29.43,29.7,29.89,4.34,14.39,56.39,3.21,5128556241.0,5097198092.0,0.8,1.58,45.79,36.37
12,831627,力王股份,32.91,12.55,3.67,104697.0,329890951.87,18.13,33.8,28.5,29.0,29.24,6.68,22.36,120.11,7.02,3108349500.0,1540763925.0,-0.03,-0.27,22.84,71.23
13,300485,赛升药业,10.69,12.17,1.16,569144.0,595670423.21,20.46,11.2,9.25,9.4,9.53,5.01,20.79,32.21,1.52,5149013816.0,2927105676.0,0.19,-0.09,47.65,52.5
14,831834,三维股份,14.39,11.98,1.54,90087.0,131417278.66,21.56,15.77,13.0,13.2,12.85,4.66,14.35,57.1,5.83,1726800072.0,903640757.0,-0.14,-0.48,28.37,97.12
15,688648,中邮科技,47.0,11.08,4.69,96481.0,440847990.0,15.36,49.0,42.5,42.73,42.31,1.56,14.59,-71.94,4.16,6392000000.0,3108059428.0,-1.18,-1.63,90.9,101.8
16,301055,张小泉,20.6,10.75,2.0,89304.0,174966883.2,15.91,21.2,18.24,18.56,18.6,2.92,5.72,61.86,4.96,3213600000.0,3213600000.0,0.19,-1.48,38.81,30.13
17,600403,大有能源,4.35,10.13,0.4,459133.0,191338782.0,11.65,4.35,3.89,3.89,3.95,1.67,1.92,-8.41,1.93,10400033949.0,10400033949.0,0.0,0.0,56.47,47.96
18,832175,东方碳素,14.11,10.06,1.29,166178.0,233357384.98,14.12,14.66,12.85,12.99,12.82,4.8,27.47,-23.2,2.2,1679090000.0,853560449.0,0.0,0.0,18.08,37.39
19,002761,浙江建投,9.74,10.06,0.89,948150.0,909290600.2,10.17,9.74,8.84,8.86,8.85,12.8,8.76,11.63,1.55,10536572030.0,10536572030.0,0.0,0.0,7.74,10.93
20,600463,空港股份,13.04,10.04,1.19,52874.0,68947526.0,0.0,13.04,13.04,13.04,11.85,0.99,1.76,260.5,3.96,3912000000.0,3912000000.0,0.0,0.0,24.31,31.32
21,600379,宝光股份,10.85,10.04,0.99,100351.0,106507226.0,6.49,10.85,10.21,10.33,9.86,6.05,3.04,47.78,4.65,3582686969.0,3582686969.0,0.0,0.0,15.67,14.81
22,603768,常青股份,13.49,10.03,1.23,162087.0,213238332.0,11.17,13.49,12.12,12.24,12.26,10.43,6.81,130.86,1.32,3210024511.0,3210024511.0,0.0,0.0,-2.74,12.23
23,000695,滨海能源,12.51,10.03,1.14,12675.0,15856425.0,0.0,12.51,12.51,12.51,11.37,1.24,0.57,-70.54,18.91,2779065713.0,2773721754.0,0.0,0.0,17.69,20.87
24,002735,王子新材,16.79,10.03,1.53,1427894.0,2130426135.16,20.05,16.79,13.73,15.47,15.26,4.02,50.89,190.52,3.71,6413890025.0,4711203650.0,3.58,7.63,81.12,81.32
25,002403,爱仕达,16.35,10.03,1.49,348037.0,547029022.18,12.31,16.35,14.52,14.81,14.86,5.58,11.71,236.32,3.36,5569440767.0,4858589773.0,0.0,0.0,-14.89,15.38
26,002580,圣阳股份,13.62,10.02,1.24,624856.0,819170594.2,11.23,13.62,12.23,12.3,12.38,2.73,13.81,25.47,2.75,6181695685.0,6160854456.0,0.0,0.0,41.43,60.61
27,603192,汇得科技,19.46,10.01,1.77,67250.0,127633425.0,10.63,19.46,17.58,17.7,17.69,5.96,4.85,35.51,1.74,2746850360.0,2698453340.0,0.0,0.0,17.51,31.13
28,000722,湖南发展,15.49,10.01,1.41,874477.0,1317957917.74,13.78,15.49,13.55,13.88,14.08,2.76,18.84,423.4,2.31,7189811788.0,7189811788.0,0.0,0.0,64.09,63.92
29,603900,莱绅通灵,9.78,10.01,0.89,463439.0,421312376.0,14.62,9.78,8.48,9.59,8.89,2.9,13.57,29.6,1.73,3354773155.0,3339956455.0,0.0,0.0,58.51,76.85
30,002510,天汽模,8.47,10.0,0.77,81463.0,68999194.88,0.0,8.47,8.47,8.47,7.7,0.23,0.81,103.79,3.44,8598224857.0,8511053633.0,0.0,0.0,31.11,45.03
31,000573,粤宏远Ａ,4.95,10.0,0.45,582383.0,286061900.1,6.67,4.95,4.65,4.65,4.5,2.77,9.2,7.0,1.86,3159488990.0,3133175854.0,0.0,0.0,20.15,65.55
32,002431,棕榈股份,2.64,10.0,0.24,1786838.0,451546556.11,12.5,2.64,2.34,2.59,2.4,9.26,9.86,-7.4,3.2,4785834940.0,4785834940.0,0.0,0.0,26.92,26.32
33,603970,中农立华,15.62,10.0,1.42,112049.0,173685466.0,3.52,15.62,15.12,15.16,14.2,1.98,4.17,19.46,2.67,4198658093.0,4198658093.0,0.0,0.0,9.85,10.0
34,000903,云内动力,4.18,10.0,0.38,2227081.0,863178707.41,15.0,4.18,3.61,3.7,3.8,3.63,11.6,-82.82,5.05,8150035143.0,8026693689.0,0.0,0.0,12.97,21.51
35,002811,郑中设计,14.96,10.0,1.36,232343.0,344632124.61,4.93,14.96,14.29,14.96,13.6,1.22,8.21,47.04,3.74,4607231275.0,4235426580.0,0.0,0.0,32.16,74.56
36,002136,安 纳 达,12.32,10.0,1.12,412350.0,469116775.33,17.14,12.32,10.4,10.95,11.2,1.92,19.23,-64.55,2.28,2649046400.0,2642094963.0,0.0,0.0,24.32,26.36
37,601579,会稽山,18.72,9.99,1.7,249983.0,453529729.0,11.63,18.72,16.74,16.8,17.02,2.25,5.21,23.94,2.36,8975555016.0,8975555016.0,0.0,0.0,84.43,69.26
38,002074,国轩高科,26.65,9.99,2.42,1220973.0,3174968781.82,9.91,26.65,24.25,24.25,24.23,3.41,7.07,119.43,1.86,48074824364.0,45998964614.0,0.0,0.0,19.08,25.59
39,002882,金龙羽,20.92,9.99,1.9,253690.0,505905542.44,11.93,20.92,18.65,19.04,19.02,3.19,10.28,60.91,4.16,9056268000.0,5163205578.0,0.0,0.0,25.72,30.1
40,603321,梅轮电梯,8.48,9.99,0.77,133888.0,110390847.0,10.64,8.48,7.66,7.73,7.71,5.88,4.43,151.9,2.11,2603360000.0,2565327200.0,0.0,0.0,14.91,21.14
41,002773,康弘药业,29.3,9.98,2.66,138300.0,388094501.73,10.47,29.3,26.51,26.51,26.64,2.31,2.02,16.84,2.98,26952161817.0,20082969465.0,0.0,0.0,51.81,49.49
42,603906,龙蟠科技,12.23,9.98,1.11,448719.0,533794151.0,9.8,12.23,11.14,11.17,11.12,2.47,7.94,-78.37,2.85,8133914984.0,6910914984.0,0.0,0.0,3.82,18.05
43,603390,通达电气,11.68,9.98,1.06,352070.0,397478072.0,11.3,11.68,10.48,10.62,10.62,8.91,10.07,54.8,2.56,4107528773.0,4085141495.0,0.0,0.0,5.13,6.38
44,600712,南宁百货,6.39,9.98,0.58,531159.0,325591416.0,10.67,6.39,5.77,5.82,5.81,4.59,9.86,-131.23,4.41,3480347750.0,3441963091.0,0.0,0.0,6.32,-11.62
45,600644,乐山电力,15.32,9.98,1.39,900324.0,1354907689.0,8.18,15.32,14.18,14.39,13.93,1.49,16.72,-1839.9,4.34,8859874932.0,8248298096.0,0.0,0.0,140.88,150.33
46,002286,保龄宝,12.56,9.98,1.14,659206.0,791640267.24,12.78,12.56,11.1,11.23,11.42,2.32,17.84,23.06,2.22,4644278293.0,4642273717.0,0.0,0.0,71.35,70.19
47,002900,哈三联,15.21,9.98,1.38,360504.0,521577840.45,14.03,15.21,13.27,13.43,13.83,1.59,20.83,-41.7,2.26,4811798336.0,2632547484.0,0.0,0.0,51.95,54.42
48,002727,一心堂,17.19,9.98,1.56,277532.0,476335243.82,3.13,17.19,16.7,17.19,15.63,3.28,6.99,15.72,1.34,10066534909.0,6829800723.0,0.0,0.0,29.64,32.03
49,600137,浪莎股份,22.48,9.98,2.04,46799.0,105204399.0,0.0,22.48,22.48,22.48,20.44,2.27,4.81,58.66,3.97,2185451378.0,2185451378.0,0.0,0.0,42.82,60.0
50,000953,河化股份,7.27,9.98,0.66,438325.0,309165388.28,11.65,7.27,6.5,6.55,6.61,1.49,11.97,488.56,18.13,2661708358.0,2661708358.0,0.0,0.0,37.69,30.05
