序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,839719,宁新新材,17.29,30.0,3.99,303622.0,501523292.12,24.74,17.29,14.0,14.0,13.3,11.49,41.48,-22.76,2.46,1609584886.0,1265518416.0,0.0,0.0,51.0,65.93
2,833284,灵鸽科技,33.5,22.71,6.2,210486.0,646559419.46,28.83,34.28,26.41,26.66,27.3,4.13,31.06,229.64,11.29,3510319108.0,2270037553.0,0.57,-0.03,108.85,119.67
3,300204,舒泰神,14.15,20.02,2.36,354409.0,473512350.26,22.48,14.15,11.5,11.55,11.79,3.63,7.51,-723.81,7.09,6760481653.0,6678507109.0,0.0,0.0,80.72,90.96
4,300530,领湃科技,35.04,20.0,5.84,194910.0,639053771.27,22.05,35.04,28.6,28.8,29.2,5.31,12.31,-56.56,43.83,6025175444.0,5545935467.0,0.0,0.0,48.73,106.97
5,300584,海辰药业,27.48,20.0,4.58,178092.0,445587975.26,21.0,27.48,22.67,22.67,22.9,3.88,21.69,54.82,3.18,3297600000.0,2256523525.0,0.0,0.0,35.64,36.31
6,301316,慧博云通,41.76,20.0,6.96,12994.0,54262944.0,0.0,41.76,41.76,41.76,34.8,0.13,0.54,1013.22,16.66,16871040000.0,10140434765.0,0.0,0.0,67.71,63.32
7,301112,信邦智能,45.38,19.99,7.56,75171.0,340964451.44,2.78,45.38,44.33,45.38,37.82,2.75,20.73,105.56,4.06,5003898308.0,1645338530.0,0.0,0.0,75.08,94.18
8,688336,三生国健,47.24,19.99,7.87,81830.0,383170449.0,7.62,47.24,44.24,47.24,39.37,4.53,1.33,70.75,5.14,29136960861.0,29136960861.0,0.0,0.0,101.88,120.54
9,301662,宏工科技,79.7,14.81,10.28,66093.0,498830196.01,24.63,83.3,66.2,67.8,69.42,2.66,41.89,91.94,4.22,6376000000.0,1257373103.0,-0.38,-0.38,199.62,199.62
10,300955,嘉亨家化,22.11,14.56,2.81,110467.0,233995325.05,20.1,23.1,19.22,19.49,19.3,4.37,18.77,-27.97,2.43,2228688000.0,1301092600.0,-0.41,-0.32,37.93,39.94
11,300485,赛升药业,10.85,13.85,1.32,547839.0,572787185.21,20.46,11.2,9.25,9.4,9.53,6.43,20.01,32.69,1.54,5226080440.0,2970916425.0,-0.37,0.09,49.86,54.78
12,831627,力王股份,33.06,13.06,3.82,96918.0,304354602.84,18.13,33.8,28.5,29.0,29.24,8.24,20.7,120.65,7.05,3122517000.0,1547786550.0,0.15,1.88,23.4,72.01
13,830779,武汉蓝电,52.9,13.01,6.09,68682.0,348214843.6,19.01,55.08,46.18,46.8,46.81,5.97,34.28,91.87,9.08,4235952688.0,1059756333.0,-0.23,-0.94,86.99,130.7
14,300473,德尔股份,33.57,12.31,3.68,200127.0,644629184.66,20.24,35.48,29.43,29.7,29.89,5.4,13.34,55.72,3.17,5068167001.0,5037178097.0,-0.09,-0.68,44.08,34.77
15,831834,三维股份,14.36,11.75,1.51,86836.0,126728696.21,21.56,15.77,13.0,13.2,12.85,5.99,13.83,56.99,5.82,1723200072.0,901756864.0,-0.49,-0.49,28.1,96.71
16,300321,同大股份,34.33,11.17,3.45,57421.0,193387431.0,14.09,35.5,31.15,31.15,30.88,6.25,6.48,263.43,4.84,3048504000.0,3043738996.0,0.03,0.15,22.91,66.97
17,832175,东方碳素,14.17,10.53,1.35,158197.0,221974760.92,14.12,14.66,12.85,12.99,12.82,6.1,26.15,-23.3,2.21,1686230000.0,857190047.0,0.28,-0.21,18.58,37.97
18,600403,大有能源,4.35,10.13,0.4,454129.0,189162042.0,11.65,4.35,3.89,3.89,3.95,2.2,1.9,-8.41,1.93,10400033949.0,10400033949.0,0.0,0.0,56.47,47.96
19,300587,天铁科技,6.31,10.12,0.58,839562.0,520053473.65,13.44,6.48,5.71,5.71,5.73,3.94,8.21,179.33,3.01,7359629359.0,6448933391.0,-0.79,-1.41,42.12,43.74
20,600379,宝光股份,10.85,10.04,0.99,98237.0,104213536.0,6.49,10.85,10.21,10.33,9.86,7.84,2.98,47.78,4.65,3582686969.0,3582686969.0,0.0,0.0,15.67,14.81
21,600463,空港股份,13.04,10.04,1.19,52192.0,68058198.0,0.0,13.04,13.04,13.04,11.85,1.3,1.74,260.5,3.96,3912000000.0,3912000000.0,0.0,0.0,24.31,31.32
22,603768,常青股份,13.49,10.03,1.23,149300.0,195988777.0,11.17,13.49,12.12,12.24,12.26,12.69,6.27,130.86,1.32,3210024511.0,3210024511.0,0.0,0.0,-2.74,12.23
23,000695,滨海能源,12.51,10.03,1.14,12277.0,15358527.0,0.0,12.51,12.51,12.51,11.37,1.6,0.55,-70.54,18.91,2779065713.0,2773721754.0,0.0,0.0,17.69,20.87
24,002403,爱仕达,16.35,10.03,1.49,341418.0,536206924.48,12.31,16.35,14.52,14.81,14.86,7.28,11.49,236.32,3.36,5569440767.0,4858589773.0,0.0,0.0,-14.89,15.38
25,002580,圣阳股份,13.62,10.02,1.24,608048.0,796278098.2,11.23,13.62,12.23,12.3,12.38,3.53,13.44,25.47,2.75,6181695685.0,6160854456.0,0.0,0.0,41.43,60.61
26,603192,汇得科技,19.46,10.01,1.77,64289.0,121871903.0,10.63,19.46,17.58,17.7,17.69,7.52,4.64,35.51,1.74,2746850360.0,2698453340.0,0.0,0.0,17.51,31.13
27,000722,湖南发展,15.49,10.01,1.41,866265.0,1305238676.0,13.78,15.49,13.55,13.88,14.08,3.61,18.66,423.4,2.31,7189811788.0,7189811788.0,0.0,0.0,64.09,63.92
28,603970,中农立华,15.62,10.0,1.42,110779.0,171701726.0,3.52,15.62,15.12,15.16,14.2,2.59,4.12,19.46,2.67,4198658093.0,4198658093.0,0.0,0.0,9.85,10.0
29,002510,天汽模,8.47,10.0,0.77,77952.0,66025708.21,0.0,8.47,8.47,8.47,7.7,0.3,0.78,103.79,3.44,8598224857.0,8511053633.0,0.0,0.0,31.11,45.03
30,002365,永安药业,16.83,10.0,1.53,461284.0,761764206.73,6.01,16.83,15.91,15.91,15.3,1.53,18.78,-283.91,2.51,4959506475.0,4132776500.0,0.0,0.0,98.47,110.64
31,000573,粤宏远Ａ,4.95,10.0,0.45,578803.0,284289800.1,6.67,4.95,4.65,4.65,4.5,3.63,9.14,7.0,1.86,3159488990.0,3133175854.0,0.0,0.0,20.15,65.55
32,002431,棕榈股份,2.64,10.0,0.24,1769113.0,446867132.35,12.5,2.64,2.34,2.59,2.4,12.2,9.76,-7.4,3.2,4785834940.0,4785834940.0,0.0,0.0,26.92,26.32
33,002136,安 纳 达,12.32,10.0,1.12,401459.0,455699063.33,17.14,12.32,10.4,10.95,11.2,2.5,18.72,-64.55,2.28,2649046400.0,2642094963.0,0.0,0.0,24.32,26.36
34,002811,郑中设计,14.96,10.0,1.36,226476.0,335854524.13,4.93,14.96,14.29,14.96,13.6,1.58,8.0,47.04,3.74,4607231275.0,4235426580.0,0.0,0.0,32.16,74.56
35,002882,金龙羽,20.92,9.99,1.9,251687.0,501715266.44,11.93,20.92,18.65,19.04,19.02,4.22,10.2,60.91,4.16,9056268000.0,5163205578.0,0.0,0.0,25.72,30.1
36,605136,丽人丽妆,12.55,9.99,1.14,671598.0,834509678.0,5.0,12.55,11.98,12.55,11.41,4.62,16.77,-68.58,2.04,5025754175.0,5025754175.0,0.0,0.0,62.78,45.42
37,601579,会稽山,18.72,9.99,1.7,242287.0,439122836.0,11.63,18.72,16.74,16.8,17.02,2.88,5.05,23.94,2.36,8975555016.0,8975555016.0,0.0,0.0,84.43,69.26
38,603321,梅轮电梯,8.48,9.99,0.77,131912.0,108715199.0,10.64,8.48,7.66,7.73,7.71,7.65,4.36,151.9,2.11,2603360000.0,2565327200.0,0.0,0.0,14.91,21.14
39,002074,国轩高科,26.65,9.99,2.42,1196881.0,3110763601.82,9.91,26.65,24.25,24.25,24.23,4.45,6.93,119.43,1.86,48074824364.0,45998964614.0,0.0,0.0,19.08,25.59
40,600793,宜宾纸业,30.49,9.99,2.77,110357.0,325374864.0,8.62,30.49,28.1,28.6,27.72,1.53,6.24,84.14,22.68,5393803021.0,5393803021.0,0.0,0.0,56.28,31.25
41,002286,保龄宝,12.56,9.98,1.14,634769.0,760947834.84,12.78,12.56,11.1,11.23,11.42,2.97,17.17,23.06,2.22,4644278293.0,4642273717.0,2.95,3.8,71.35,70.19
42,600644,乐山电力,15.32,9.98,1.39,608893.0,912969751.0,8.18,15.32,14.18,14.39,13.93,1.34,11.31,-1839.9,4.34,8859874932.0,8248298096.0,0.0,0.0,140.88,150.33
