序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,839719,宁新新材,17.29,30.0,3.99,307272.0,507835093.07,24.74,17.29,14.0,14.0,13.3,7.27,41.98,-22.76,2.46,1609584886.0,1265518416.0,0.0,0.0,51.0,65.93
2,300204,舒泰神,14.15,20.02,2.36,365920.0,489800443.56,22.48,14.15,11.5,11.55,11.79,2.31,7.75,-723.81,7.09,6760481653.0,6678507109.0,0.0,0.0,80.72,90.96
3,300530,领湃科技,35.04,20.0,5.84,199905.0,656558003.27,22.05,35.04,28.6,28.8,29.2,3.41,12.63,-56.56,43.83,6025175444.0,5545935467.0,0.0,0.0,48.73,106.97
4,300584,海辰药业,27.48,20.0,4.58,192535.0,485275965.26,21.0,27.48,22.67,22.67,22.9,2.59,23.45,54.82,3.18,3297600000.0,2256523525.0,0.0,0.0,35.64,36.31
5,688648,中邮科技,50.77,20.0,8.46,117114.0,543113976.0,19.55,50.77,42.5,42.73,42.31,1.56,17.71,-77.71,4.49,6904720000.0,3357365471.0,3.82,4.72,106.21,117.99
6,301316,慧博云通,41.76,20.0,6.96,14941.0,62393616.0,0.0,41.76,41.76,41.76,34.8,0.1,0.62,1013.22,16.66,16871040000.0,10140434765.0,0.0,0.0,67.71,63.32
7,688336,三生国健,47.24,19.99,7.87,82840.0,387943390.0,7.62,47.24,44.24,47.24,39.37,2.83,1.34,70.75,5.14,29136960861.0,29136960861.0,0.0,0.0,101.88,120.54
8,301112,信邦智能,45.38,19.99,7.56,76394.0,346514425.44,2.78,45.38,44.33,45.38,37.82,1.72,21.07,105.56,4.06,5003898308.0,1645338530.0,0.0,0.0,75.08,94.18
9,833284,灵鸽科技,32.6,19.41,5.3,237224.0,736361874.93,29.85,34.56,26.41,26.66,27.3,2.88,35.01,223.47,10.99,3416012027.0,2209051469.0,-0.91,0.06,103.24,113.77
10,870436,大地电气,28.48,17.2,4.18,102379.0,255140534.64,25.47,29.45,23.26,23.5,24.3,1.59,11.52,-76.6,7.03,2690676480.0,2530964940.0,4.17,9.12,48.02,69.32
11,301662,宏工科技,81.0,16.68,11.58,72671.0,551956823.82,24.63,83.3,66.2,67.8,69.42,1.8,46.06,93.44,4.29,6480000000.0,1277882325.0,0.87,0.01,204.51,204.51
12,301055,张小泉,21.35,14.78,2.75,109053.0,216504713.2,17.42,21.48,18.24,18.56,18.6,2.94,6.99,64.12,5.14,3330600000.0,3330600000.0,0.0,0.8,43.87,34.87
