日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2025-05-30,000852,中证1000,CSI 1000,002258,利尔化学,Lier Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002265,建设工业,"Jianshe Industry Group (Yunnan) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002267,陕天然气,Shaan Xi Provincial Natural Gas Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002270,华明装备,"HUAMING POWER EQUIPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002274,华昌化工,Jiangsu Huachang Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002275,桂林三金,Guilin Sanjin Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002276,万马股份,"Zhejiang Wanma Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002291,遥望科技,"Foshan Yowant Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002292,奥飞娱乐,Alpha Group,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002302,西部建设,"China West Construction Group Co., ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002312,川发龙蟒,"Sichuan Development Lomon Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002314,南山控股,"Shenzhen New Nanshan Holding (Group) Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002315,焦点科技,Focus Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002317,众生药业,Guangdong Zhongsheng Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002320,海峡股份,Hainan Strait Shipping Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002324,普利特,Shanghai Pret Composites Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002326,永太科技,Zhejiang Yongtai Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002327,富安娜,Shenzhen Fuanna Bedding and Furnishing Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002332,仙琚制药,Zhejiang Xianju Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002335,科华数据,"KEHUA DATA CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002349,精华制药,Nantong Jinghua Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002351,漫步者,Edifier Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002354,天娱数科,"Tianyu Digital Technology (Dalian) Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002378,章源钨业,Chongyi Zhangyuan Tungsten Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002389,航天彩虹,"Aerospace CH UAV Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002390,信邦制药,Guizhou Xinbang Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002396,星网锐捷,Fujian Star-net Communication Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002399,海普瑞,Shenzhen Hepalink Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002400,省广集团,"GUANGDONG ADVERTISING GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002402,和而泰,Shenzhen H&T Intelligent Control Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002405,四维图新,NavInfo Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002416,爱施德,Shenzhen Aisidi Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002421,达实智能,Shenzhen Das Intellitech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002428,云南锗业,Yunnan Lincang Xinyuan Germanium Industrial Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002434,万里扬,"Zhejiang Wanliyang Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002446,盛路通信,Guangdong Shenglu Telecommunication Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002456,欧菲光,"OFILM Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002458,益生股份,Shan Dong Yisheng Livestock & Poultry Breeding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002461,珠江啤酒,Guangzhou Zhujiang Brewery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002468,申通快递,"STO Express Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002484,江海股份,Nantong Jianghai Capacitor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002488,金固股份,Zhejiang Jingu Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002489,浙江永强,Yotrio Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002497,雅化集团,Sichuan Yahua Industrial Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002498,汉缆股份,Qingdao Hanhe Cable Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002506,协鑫集成,"GCL System Integration Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002511,中顺洁柔,C&S Paper Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002516,旷达科技,"Kuangda Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002518,科士达,Shenzhen Kstar Science And Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002534,西子洁能,"Xizi Clean Energy Equipment Manufacturing Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002537,海联金汇,"HyUnion Holding Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002539,云图控股,"Chengdu Wintrue Holding Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002541,鸿路钢构,Anhui Honglu Steel Construction (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002544,普天科技,"CETC POTEVIO SCIENCE&TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002545,东方铁塔,Qingdao East Steel Tower Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002550,千红制药,Changzhou Qianhong Biopharma Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002567,唐人神,Tangrenshen Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002581,未名医药,"Shandong Sinobioway Biomedicine Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002583,海能达,Hytera Communications Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002585,双星新材,Jiangsu Shuangxing Color Plastic New Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002588,史丹利,"Stanley Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002597,金禾实业,Anhui Jinhe Industrial Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002605,姚记科技,"SHANGHAI YAOJI TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002612,朗姿股份,Lancy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002617,露笑科技,Roshow Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002626,金达威,Xiamen Kingdomway Group Company,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002635,安洁科技,Suzhou Anjie Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002643,万润股份,"Valiant Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002649,博彦科技,BEYONDSOFT CORPORATION,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002651,利君股份,"Chengdu Leejun Industrial CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002654,万润科技,"Shenzhen Mason Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002668,TCL智家,"Guangdong TCL Smart Home Appliances Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002675,东诚药业,"Yantai Dongcheng Biochemicals Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002681,奋达科技,"Shenzhen Fenda Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002697,红旗连锁,"Chengdu Hongqi Chain Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002698,博实股份,"HARBIN BOSHI AUTOMATION CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002701,奥瑞金,"ORG Packaging Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002705,新宝股份,"Guangdong Xinbao Electrical Appliances Holdings Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002706,良信股份,"Shanghai Liangxin Electrical Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002716,湖南白银,"HUNAN SILVER CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002726,龙大美食,"Shandong Longda Meishi Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002727,一心堂,"Yixintang Pharmaceutical Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002737,葵花药业,"SUNFLOWER PHARMACEUTICAL GROUP Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002745,木林森,"MLS Co.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002747,埃斯顿,"NANJING ESTUN AUTOMATION CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002755,奥赛康,"BEIJING AOSAIKANG PHARMACEUTICAL CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002761,浙江建投,"Zhejiang Construction Investment Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002773,康弘药业,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002777,久远银海,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002807,江阴银行,"Jiangsu Jiangyin Rural Commercial Bank CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002815,崇达技术,"Suntak Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002832,比音勒芬,"BIEM.L.FDLKK GARMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002833,弘亚数控,"Guangzhou KDT Machinery Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002837,英维克,"SHENZHEN ENVICOOL TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002839,张家港行,"Jiangsu Zhangjiagang Rural Commercial Bank Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002840,华统股份,"Zhejiang Huatong Meat Products Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002847,盐津铺子,"Yankershop Food Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002851,麦格米特,"Shenzhen Megmeet Electrical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002859,洁美科技,"Zhejiang Jiemei Electronic And Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002891,中宠股份,"YANTAI CHINA PET FOODS CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002895,川恒股份,Guizhou Chanhen Chemical Corporation,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002901,大博医疗,Double Medical Technology Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002906,华阳集团,Foryou Corporation,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002911,佛燃能源,"Foran Energy Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002913,奥士康,"Aoshikang Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002925,盈趣科技,Xiamen Intretech Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002928,华夏航空,"China Express Airlines Co., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002929,润建股份,"Runjian Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002936,郑州银行,"BANK OF ZHENGZHOU CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002941,新疆交建,"Xinjiang Communications Construction Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002946,新乳业,"New Hope Dairy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002948,青岛银行,"BANK OF QINGDAO CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002959,小熊电器,"BEAR ELECTRIC APPLIANCE CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002960,青鸟消防,"Jade Bird Fire Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002967,广电计量,"GUANGZHOU GRG METROLOGY & TEST CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002978,安宁股份,"Sichuan Anning Iron and Titanium Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002985,北摩高科,"BEIJING BEI MO GAO KE FRICTION MATERIAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002987,京北方,"NORTHKING INFORMATION TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002990,盛视科技,MAXVISION TECHNOLOGY CORP.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002991,甘源食品,"GANYUAN FOODS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002993,奥海科技,"Dongguan Aohai Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,003006,百亚股份,"Chongqing Baiya Sanitary Products Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,003009,中天火箭,"Shaanxi Zhongtian Rocket Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,003012,东鹏控股,"Guangdong Dongpeng Holdings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,003021,兆威机电,"SHENZHEN ZHAOWEI MACHINERY&ELECTRONIC CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,003039,顺控发展,"Guangdong Shunkong Development Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,003040,楚天龙,"Chutian Dragon Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300026,红日药业,Tianjin Chase Sun Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300027,华谊兄弟,Huayi Brothers Media Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300031,宝通科技,"WUXI BOTON TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300034,钢研高纳,Beijing Cisri-Gaona Materials & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300035,中科电气,Hunan Zhongke Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300036,超图软件,Beijing Supermap Software Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300039,上海凯宝,Shanghai Kaibao Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300045,华力创通,HWA Create Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300049,福瑞股份,"Inner Mongolia Furui Medical Science Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300068,南都电源,Zhejiang Narada Power Source Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300075,数字政通,Beijing eGOVA Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300077,国民技术,Nationz Technologies Inc,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300079,数码视讯,Sumavision Technologies Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300080,易成新能,"Henan Yicheng New Energy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300083,创世纪,Guangdong Create Century Intelligent Equipment Group Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300085,银之杰,"SHENZHEN INFOGEM TECHNOLOGIES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300087,荃银高科,Winall Hi-tech Seed Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300088,长信科技,Wuhu Token Science Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300101,振芯科技,"Chengdu CORPRO Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300109,新开源,Boai NKY Pharmaceuticals Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300113,顺网科技,Hangzhou Shunwang Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300115,长盈精密,Shenzhen Evenwin Precision Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300119,瑞普生物,Tianjin Ringpu Bio-Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300123,亚光科技,Ya Guang Technology Group Company Limited,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300129,泰胜风能,"TSP Wind Power Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300130,新国都,XGD INC.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300133,华策影视,Zhejiang Huace Film & TV Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300134,大富科技,"Anhui Tatfook Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300151,昌红科技,"Shenzhen Changhong Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300166,东方国信,"Beijing Orient National Communication Science and Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300170,汉得信息,Hand Enterprise Solutions Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300171,东富龙,Shanghai Tofflon Science And Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300180,华峰超纤,Huafon Microfibre (Shanghai) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300181,佐力药业,Zhejiang Jolly Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300182,捷成股份,Beijing Jetsen Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300183,东软载波,Qingdao Eastsoft Communication Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300185,通裕重工,Tongyu Heavy Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300188,国投智能,"SDIC Intelligence Xiamen Information Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300224,正海磁材,Yantai Zhenghai Magnetic Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300226,上海钢联,Shanghai Ganglian E-Commerce Holdings Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300229,拓尔思,"TRS Information Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300232,洲明科技,Unilumin Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300236,上海新阳,Shanghai Sinyang Semiconductor Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300244,迪安诊断,Zhejiang D.A. Diagnostics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300253,卫宁健康,"Winning Health Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300257,开山股份,Zhejiang Kaishan Compressor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300260,新莱应材,Kunshan Kinglai Hygienic Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300261,雅本化学,ABA Chemicals Corporation,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300284,苏交科,JSTI GROUP,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300294,博雅生物,"Boya Bio-pharmaceutical Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300296,利亚德,"Leyard Optoelectronic Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300298,三诺生物,Sinocare Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300303,聚飞光电,"SHENZHEN JUFEI OPTOELECTRONICS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300315,掌趣科技,"OURPALM CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300319,麦捷科技,"SHENZHEN MICROGATE TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300323,华灿光电,BOE HC SemiTek Corporation,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,300327,中颖电子,Sino Wealth Electronic Ltd.,深圳证券交易所,Shenzhen Stock Exchange
