日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2025-05-30,000905,中证500,CSI 500,600129,太极集团,Chongqing Taiji Industry (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600131,国网信通,"State Grid Information&Communication Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600132,重庆啤酒,Chongqing Brewery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600141,兴发集团,Hubei Xingfa Chemicals Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600143,金发科技,Kingfa Sci&Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600153,建发股份,Xiamen C&D Inc,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600155,华创云信,"Polaris Bay Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600157,永泰能源,"WINTIME ENERGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600166,福田汽车,Beiqi Foton Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600170,上海建工,Shanghai Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600177,雅戈尔,Youngor Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600208,衢州发展,"Quzhou Xin'an Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600258,首旅酒店,"BTG Hotels (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600271,航天信息,"Aisino Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600282,南钢股份,Nanjing Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600298,安琪酵母,Angel Yeast Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600299,安迪苏,Bluestar Adisseo Company,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600312,平高电气,Henan Pinggao Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600316,洪都航空,Jiangxi Hongdu Aviation Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600325,华发股份,Huafa Industrial Co Ltd Zhuhai,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600329,达仁堂,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600339,中油工程,China Petroleum Engineering Corporation,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600348,华阳股份,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600350,山东高速,Shandong Hi-speed Company Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600352,浙江龙盛,Zhejiang Longsheng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600361,创新新材,"Innovation New Material Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600369,西南证券,Southwest Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600373,中文传媒,Chinese Universe Publishing And Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600378,昊华科技,"Haohua Chemical Science & Technology Corp., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600380,健康元,Joincare Pharmaceutical Group Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600390,五矿资本,Minmetals Capital Company Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600392,盛和资源,"Shenghe Resources Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600398,海澜之家,"Heilan Home Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600416,湘电股份,Xiangtan Electric Manufacturing Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600418,江淮汽车,Anhui Jianghuai Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600435,北方导航,"North Navigation Control Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600483,福能股份,"FUJIAN FUNENG CO., LTD",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600486,扬农化工,Jiangsu Yangnong Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600487,亨通光电,"Hengtong Optic-Electric Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600497,驰宏锌锗,Yunnan Chihong Zinc&Germanium Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600498,烽火通信,Fiberhome Telecommunication Technologies Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600499,科达制造,"Keda Industrial Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600500,中化国际,Sinochem International Corp,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600511,国药股份,China National Medicines Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600516,方大炭素,"Fangda Carbon New Material Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600517,国网英大,"STATE GRID YINGDA CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600521,华海药业,Zhejiang Huahai Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600528,中铁工业,China Railway Hi-tech Industry Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600529,山东药玻,Shandong Pharmaceutical Glass Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600535,天士力,"TASLY PHARMACEUTICAL GROUP CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600536,中国软件,China National Software & Service Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600546,山煤国际,"Shanxi Coal International Energy Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600549,厦门钨业,Xiamen Tungsten Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600563,法拉电子,"Xiamen Faratronic Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600566,济川药业,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600578,京能电力,"BEIJING JINGNENG POWER CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600580,卧龙电驱,"Wolong Electric Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600582,天地科技,Tiandi Science & Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600583,海油工程,Offshore Oil Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600598,北大荒,Heilongjiang Agriculture Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600606,绿地控股,Greenland Holdings Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600612,老凤祥,"Lao Feng Xiang Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600637,东方明珠,"Shanghai Oriental Pearl Media Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600642,申能股份,Shenergy Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600655,豫园股份,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600663,陆家嘴,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600673,东阳光,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600685,中船防务,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600688,上海石化,Sinopec Shanghai Petrochemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600699,均胜电子,Ningbo Joyson Electronic Corp.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600704,物产中大,Zhejiang Material Industrial Zhongda Yuantong Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600707,彩虹股份,Irico Display Devices Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600720,中交设计,"CCCC Design & Consulting Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600737,中粮糖业,"COFCO SUGAR HOLDING CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600739,辽宁成大,Liaoning Cheng Da Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600754,锦江酒店,"Shanghai Jin Jiang International Hotels Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600755,厦门国贸,Xiamen International Trade Group Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600763,通策医疗,TOPCHOICE MEDICAL CORPORATION,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600764,中国海防,China Shipbuilding Industry Group and Marine Defense Information Against Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600765,中航重机,Avic Heavy Machinery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600801,华新水泥,Huaxin Cement Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600808,马钢股份,Maanshan Iron and Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600816,建元信托,"J-Yuan Trust Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600820,隧道股份,Shanghai Tunnel Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600839,四川长虹,Sichuan Changhong Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600848,上海临港,Shanghai Lingang Holdings Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600859,王府井,"Wangfujing Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600862,中航高科,"Avic Aviation High-Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600863,内蒙华电,Inner Mongolia Mengdian Huaneng Thermal Power Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600867,通化东宝,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600871,石化油服,Sinopec Oilfield Service Corporation,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600872,中炬高新,"Jonjee Hi-Tech Industrial and Commercial Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600873,梅花生物,"Meihua Holdings Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600879,航天电子,"China Aerospace Times Electronics Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600884,杉杉股份,Ningbo Shanshan Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600885,宏发股份,"Hongfa Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600895,张江高科,Shanghai Zhangjiang Hi-tech Park Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600901,江苏金租,"Jiangsu Financial Leasing Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600906,财达证券,"CAIDA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600909,华安证券,"HUAAN SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600925,苏能股份,"Jiangsu Xukuang Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600927,永安期货,"Yongan Futures Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600928,西安银行,"BANK OF XI'AN CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600956,新天绿能,China Suntien Green Energy Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600959,江苏有线,Jiangsu Broadcasting Cable Information Network Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600968,海油发展,CNOOC Energy Technology & Services Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600970,中材国际,Sinoma International Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600977,中国电影,"CHINA FILM CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600988,赤峰黄金,"Chifeng Jilong Gold Mining Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600995,南网储能,"China Southern Power Grid Energy Storage Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,600998,九州通,Jointown Pharmaceutical Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601000,唐山港,Tangshan Port Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601001,晋控煤业,"Jinneng Holding Shanxi Coal Industry Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601016,节能风电,CECEP Wind-Power Corporation,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601019,山东出版,"Shandong Publishing&Media Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601061,中信金属,"CITIC Metal Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601098,中南传媒,China South Publishing & Media Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601099,太平洋,The Pacific Securities Co.Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601106,中国一重,China First Heavy Industries Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601108,财通证券,"CAITONG SECURITIES CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601118,海南橡胶,China Hainan Rubber Industry Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601128,常熟银行,"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601139,深圳燃气,Shenzhen Gas Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601155,新城控股,"Future Land Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601156,东航物流,"Eastern Air Logistics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601158,重庆水务,Chongqing Water Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601162,天风证券,"TIANFENG SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601168,西部矿业,Western Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601179,中国西电,China XD Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601198,东兴证券,"DONGXING SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601212,白银有色,"Baiyin Nonferrous Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601216,君正集团,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601228,广州港,GUANGZHOU PORT COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601231,环旭电子,"Universal Scientific Industrial (Shanghai) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601233,桐昆股份,Tongkun Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601399,国机重装,"Sinomach Heavy Equipment Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601456,国联民生,Guolian Minsheng Securities Company Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601555,东吴证券,Soochow Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601567,三星医疗,"Ningbo Sanxing Medical Electric Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601568,北元集团,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601577,长沙银行,"BANK OF CHANGSHA CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601598,中国外运,Sinotrans Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601608,中信重工,"CITIC HEAVY INDUSTRIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601611,中国核建,China Nuclear Engineering Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601615,明阳智能,MingYangSmartEnergyGroupLimited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601636,旗滨集团,Zhuzhou Kibing Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601665,齐鲁银行,"QILU BANK CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601666,平煤股份,Pingdingshan Tianan Coal Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601696,中银证券,"BOC International (China) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601717,郑煤机,Zhengzhou Coal Mining Machinery Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601858,中国科传,China Science Publishing & Media Ltd.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601866,中远海发,"COSCO SHIPPING Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601880,辽港股份,"Liaoning Port Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601918,新集能源,SDIC Xinji Energy Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601928,凤凰传媒,Jiangsu Phoenix Publishing & Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601933,永辉超市,Yonghui Superstores Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601958,金钼股份,Jinduicheng Molybdenum Co Ltd,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601965,中国汽研,"China Automotive Engineering Research Institute Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601966,玲珑轮胎,"Shandong Linglong Tyre Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601990,南京证券,"Nanjing Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601991,大唐发电,"Datang International Power Generation Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601992,金隅集团,BBMG Corporation,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,601997,贵阳银行,"Bank of Guiyang Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603000,人民网,"People.cn CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603056,德邦股份,"DEPPON LOGISTICS Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603077,和邦生物,"Sichuan Hebang Biotechnology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603087,甘李药业,Gan & Lee Pharmaceuticals,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603129,春风动力,"ZHEJIANGCFMOTOPOWERCO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603156,养元饮品,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603160,汇顶科技,"Shenzhen Huiding Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603179,新泉股份,"Jiangsu Xinquan Automotive Trim Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603185,弘元绿能,"Hoyuan Green Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603225,新凤鸣,"Xinfengming Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603228,景旺电子,"Shenzhen Kinwong Electronic Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603233,大参林,"DaShenLin Pharmaceutical Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603290,斯达半导,StarPower Semiconductor Ltd.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603298,杭叉集团,"Hangcha Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603338,浙江鼎力,"Zhejiang Dingli Machinery Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603341,龙旗科技,"Shanghai Longcheer Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603345,安井食品,"FU JIAN ANJOY FOODS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603379,三美股份,"Zhejiang Sanmei Chemical Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603444,吉比特,"G-bits Network Technology(Xiamen)Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603456,九洲药业,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603529,爱玛科技,"AIMA TECHNOLOGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603556,海兴电力,"Hexing Electrical Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603568,伟明环保,"ZHEJIANG WEIMING ENVIRONMENT PROTECTION CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603589,口子窖,"Anhui Kouzi Distillery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603596,伯特利,"Bethel Automotive Safety Systems Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603605,珀莱雅,"Proya Cosmetics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603606,东方电缆,"Ningbo Orient Wires & Cables Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603650,彤程新材,"Red Avenue New Materials Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603658,安图生物,"Autobio Diagnostics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603688,石英股份,"JIANGSU PACIFIC QUARTZ CO., LTD",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603707,健友股份,"Nanjing King-Friend Biochemical Pharmaceutical Co., Ltd",上海证券交易所,Shanghai Stock Exchange
