日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2025-05-30,000905,中证500,CSI 500,603712,七一二,"Tianjin 712 Communication & Broadcasting Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603728,鸣志电器,"Shanghai Moons' Electric Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603737,三棵树,"SKSHU Paint Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603786,科博达,"KEBODA TECHNOLOGY Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603816,顾家家居,"Jason Furniture (Hangzhou) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603826,坤彩科技,"Fujian Kuncai Material Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603858,步长制药,"SHANDONG BUCHANG PHARMACEUTICALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603868,飞科电器,"Shanghai Flyco Electrical Appliance Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603882,金域医学,"Guangzhou Kingmed Diagnostics Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603883,老百姓,Laobaixing Pharmacy Chain Joint Stock Company,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603885,吉祥航空,"JUNEYAO AIRLINES Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603893,瑞芯微,"Fuzhou Rockchip Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603899,晨光股份,SHANGHAI M&G STATIONERY INC.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603927,中科软,"Sinosoft Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603939,益丰药房,"Yifeng Pharmacy Chain Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,603979,金诚信,"JCHX MINING MANAGEMENT CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,605358,立昂微,"Hangzhou Lion Electronics Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688002,睿创微纳,"Raytron Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688005,容百科技,"Ningbo Ronbay New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688017,绿的谐波,"Leader Harmonious Drive Systems Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688032,禾迈股份,Hoymiles Power Electronics Inc.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688047,龙芯中科,Loongson Technology Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688052,纳芯微,"Suzhou Novosense Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688065,凯赛生物,Cathay Biotech Inc.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688072,拓荆科技,Piotech Inc.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688099,晶晨股份,"Amlogic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688114,华大智造,"MGI Tech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688120,华海清科,"Hwatsing Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688122,西部超导,"Western Superconducting Technologies Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688153,唯捷创芯,"Vanchip (Tianjin) Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688172,燕东微,"Beijing YanDong MicroElectronic Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688180,君实生物,"Shanghai Junshi Biosciences Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688188,柏楚电子,SHANGHAI FRIENDESS ELECTRONICS TECHNOLOGY CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688213,思特威,"Smartsens Technology (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688220,翱捷科技,"ASR Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688234,天岳先进,"SICC CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688248,南网科技,"ChinaSouthernPowerGridTechnologyCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688249,晶合集成,Nexchip Semiconductor Corporation,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688276,百克生物,Changchun BCHT Biotechnology Co.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688278,特宝生物,"Xiamen Amoytop Biotech Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688281,华秦科技,"Shaanxi Huaqin Technology Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688295,中复神鹰,"Zhongfu Shenying Carbon Fiber Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688297,中无人机,"AVIC (CHENGDU) UAS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688301,奕瑞科技,iRay Group,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688331,荣昌生物,"RemeGen Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688349,三一重能,"Sany Heavy Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688361,中科飞测,"Skyverse Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688363,华熙生物,Bloomage Biotechnology Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688375,国博电子,"Guobo Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688385,复旦微电,"Shanghai Fudan Microelectronics Group CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688387,信科移动,"CICT Mobile Communication Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688390,固德威,"Jiangsu GoodWe Power Supply Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688425,铁建重工,China Railway Construction Heavy Industry Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688469,芯联集成,"United Nova Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688475,萤石网络,"Hangzhou EZVIZ Network Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688516,奥特维,"Wuxi Autowell Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688520,神州细胞,Sinocelltech Group Limited,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688521,芯原股份,"VeriSilicon Microelectronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688525,佰维存储,"Biwin Storage Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688536,思瑞浦,3PEAK INCORPORATED,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688538,和辉光电,"Everdisplay Optronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688561,奇安信,Qi An Xin Technology Group Inc.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688563,航材股份,"Baimtec Material Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688567,孚能科技,"Farasis Energy (Gan Zhou) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688578,艾力斯,"Shanghai Allist Pharmaceuticals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688617,惠泰医疗,APT Medical Inc.,上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688772,珠海冠宇,"Zhuhai CosMX Battery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688777,中控技术,"SUPCON Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688778,厦钨新能,"XTC New Energy Materials (Xiamen) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,688819,天能股份,"Tianneng Battery Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2025-05-30,000905,中证500,CSI 500,689009,九号公司,Ninebot Limited,上海证券交易所,Shanghai Stock Exchange
