序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,837023,芭薇股份,35.38,29.93,8.15,179869.0,586084438.98,32.1,35.39,26.65,27.0,27.23,3.49,52.49,88.01,7.42,3035604000.0,1212345586.0,2.17,3.21,128.55,150.57
2,301301,川宁生物,14.02,20.03,2.34,1319070.0,1767247435.85,17.64,14.02,11.96,12.01,11.68,19.99,21.42,27.08,3.81,31224783200.0,8634810845.0,0.0,0.0,0.94,18.21
3,301156,美农生物,23.8,20.02,3.97,179805.0,388179945.06,21.13,23.8,19.61,19.88,19.83,5.68,27.93,94.3,4.55,3350675265.0,1532131402.0,3.16,3.03,75.78,88.14
4,301108,洁雅股份,33.91,19.99,5.65,50924.0,161500860.68,20.03,33.91,28.25,28.48,28.26,7.3,14.79,67.73,1.48,2726273223.0,1167379997.0,0.0,0.0,21.32,31.69
5,836419,万德股份,17.75,19.69,2.92,245914.0,451275503.54,29.8,19.27,14.85,14.85,14.83,7.36,39.04,73.78,3.08,1584331346.0,1118149784.0,0.0,0.0,66.98,83.94
6,836547,无锡晶海,29.33,16.76,4.21,76633.0,215704125.57,24.24,30.99,24.9,24.9,25.12,4.16,21.52,29.77,3.34,2278589040.0,1044265320.0,1.73,1.52,51.89,87.53
7,833171,国航远洋,14.28,15.63,1.93,938678.0,1345940832.64,15.47,15.44,13.53,14.0,12.35,3.18,32.71,-128.51,5.9,7931218429.0,4097481052.0,0.21,1.28,131.44,136.03
8,836077,吉林碳谷,17.06,14.11,2.11,372889.0,616304961.46,22.88,17.6,14.18,14.5,14.95,5.82,11.76,106.67,4.06,10025851798.0,5407283298.0,0.0,0.41,56.51,52.87
9,872351,华光源海,43.98,13.26,5.15,156428.0,674672286.28,21.81,48.87,40.4,41.5,38.83,2.42,44.36,90.86,8.43,3871798607.0,1550754107.0,1.1,2.28,221.73,326.99
10,300886,华业香料,25.6,13.12,2.97,76390.0,192038437.73,19.05,26.66,22.35,22.52,22.63,9.02,17.58,41.66,3.31,1908608000.0,1112679680.0,0.27,0.0,24.82,36.24
