序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301595,N太力,55.79,227.21,38.74,181929.0,844790006.31,148.56,66.88,41.55,45.0,17.05,,78.76,77.69,6.85,6040941200.0,1288699124.0,-0.38,-1.36,227.21,227.21
2,603014,N威高,42.81,61.55,16.31,227635.0,990938065.0,32.04,49.99,41.5,49.99,26.5,,59.73,39.19,2.63,17611779965.0,1631599849.0,-0.14,-0.58,61.55,61.55
3,835174,五新隧装,42.84,29.98,9.88,177832.0,727688446.29,18.17,42.84,36.85,40.0,32.96,9.06,20.5,29.62,4.84,3855973479.0,3716445570.0,0.0,0.0,48.6,48.29
4,430198,微创光电,15.36,20.57,2.62,190993.0,279489410.12,24.41,16.38,13.27,13.76,12.74,5.66,27.19,-15.3,6.16,2478549074.0,1078953646.0,-0.58,-0.65,3.64,47.41
5,871396,常辅股份,49.0,20.54,8.35,139738.0,591649203.3,34.19,51.2,37.3,38.5,40.65,1.86,33.0,125.25,8.76,2939033720.0,2074832431.0,0.8,-0.02,167.18,207.98
6,300631,久吾高科,24.58,20.02,4.1,211460.0,502294664.24,15.53,24.58,21.4,22.11,20.48,21.31,17.65,43.5,2.42,3073567362.0,2944123723.0,0.0,0.0,17.66,16.49
7,688336,三生国健,32.81,20.01,5.47,119277.0,370339982.0,17.7,32.81,27.97,27.98,27.34,6.99,1.93,49.14,3.57,20236741868.0,20236741868.0,0.09,0.15,45.11,53.17
8,300069,金利华电,19.5,20.0,3.25,141699.0,263118716.5,15.14,19.5,17.04,18.0,16.25,6.53,12.11,-727.62,8.32,2281500000.0,2281500000.0,0.0,0.0,16.7,48.06
9,301335,天元宠物,37.08,20.0,6.18,223187.0,754635420.18,18.64,37.08,31.32,32.58,30.9,2.52,44.75,70.28,2.48,4672080000.0,1849365148.0,0.0,0.0,52.59,64.8
10,300489,光智科技,53.42,19.99,8.9,69626.0,371754861.3,2.07,53.42,52.5,53.42,44.52,3.93,5.08,192.21,11.75,7354482846.0,7323407256.0,0.0,0.0,1.95,-2.3
11,300963,中洲特材,29.59,19.99,4.93,787520.0,2022039632.71,27.98,29.59,22.69,23.45,24.66,1.44,39.27,187.55,9.13,9693684000.0,5933741673.0,0.0,0.0,229.14,239.33
12,301459,丰茂股份,65.0,18.63,10.21,80721.0,497763759.02,18.95,65.75,55.37,56.73,54.79,3.92,40.36,45.26,4.23,5200000000.0,1300000000.0,-0.91,1.28,4.87,60.45
13,836077,吉林碳谷,16.96,17.13,2.48,359451.0,558004195.01,25.0,17.39,13.77,13.96,14.48,1.58,11.34,106.04,4.03,9967083616.0,5375587616.0,-0.76,-0.24,53.62,51.97
14,300609,汇纳科技,34.03,15.87,4.66,268225.0,907959899.94,14.06,35.24,31.11,32.02,29.37,2.01,22.37,-387.37,3.98,4087492590.0,4079969441.0,0.03,-0.18,29.34,38.11
15,300210,森远股份,11.16,15.05,1.46,580284.0,643232899.46,16.29,11.64,10.06,10.2,9.7,8.12,12.0,162.99,13.1,5403894675.0,5398348814.0,-0.36,-0.71,5.28,8.98
16,301188,力诺药包,21.04,13.61,2.52,260594.0,534690275.33,14.42,21.97,19.3,19.8,18.52,5.77,11.21,30.17,3.33,4890760519.0,4890760519.0,0.33,0.24,34.96,40.08
17,300121,阳谷华泰,12.9,12.96,1.48,465250.0,587478839.77,10.77,13.26,12.03,12.1,11.42,8.3,10.75,23.12,1.65,5788449893.0,5584225491.0,-0.23,-0.23,11.59,7.32
18,300004,南风股份,10.05,12.92,1.15,863728.0,809719400.62,21.24,10.55,8.66,8.89,8.9,1.88,17.99,74.27,2.74,4823935660.0,4823935660.0,0.6,0.1,61.58,63.41
19,301488,豪恩汽电,82.97,12.43,9.17,114169.0,948426779.71,12.8,88.5,79.05,84.0,73.8,5.24,48.77,103.61,5.73,7633240000.0,1942431413.0,-0.72,-1.23,12.88,50.06
20,300061,旗天科技,12.77,12.31,1.4,659937.0,817003642.87,13.19,13.15,11.65,12.09,11.37,4.01,10.63,743.34,15.17,8415349255.0,7924292429.0,0.0,0.0,-0.23,-1.01
21,301027,华蓝集团,14.76,12.16,1.6,212431.0,309951745.78,16.57,15.49,13.31,13.46,13.16,3.93,17.98,-59.88,2.34,2182430426.0,1743940405.0,-0.61,-0.74,-9.61,-8.09
22,836149,旭杰科技,16.13,12.09,1.74,127622.0,201964752.66,14.45,16.91,14.83,15.32,14.39,3.22,28.55,34.02,7.17,1210001628.0,720946432.0,-0.31,-0.31,20.37,40.14
23,300867,圣元环保,19.46,11.84,2.06,321274.0,604049923.03,15.34,20.18,17.51,17.56,17.4,1.92,16.77,20.72,1.41,5288080891.0,3729077416.0,0.1,-0.15,52.39,50.5
24,688171,纬德信息,35.55,11.37,3.63,47936.0,165268115.0,11.15,35.6,32.04,32.04,31.92,1.18,9.34,-774.84,3.63,2978144370.0,1825438784.0,0.06,0.71,93.63,112.49
25,300147,ST香雪,8.9,10.97,0.88,392134.0,334518988.65,17.21,9.31,7.93,8.03,8.02,1.61,5.96,-16.77,6.09,5885383501.0,5851385474.0,-0.34,-0.34,-10.82,-8.9
26,300341,麦克奥迪,16.64,10.42,1.57,330797.0,558379498.8,15.66,17.99,15.63,16.44,15.07,7.83,6.42,61.71,4.65,8609707991.0,8575052279.0,-0.18,-0.36,-11.35,-4.97
27,600207,安彩高科,4.57,10.12,0.42,128615.0,58777064.0,0.0,4.57,4.57,4.57,4.15,1.36,1.18,-11.61,1.91,4978158372.0,4978158372.0,0.0,0.0,3.39,2.47
28,000677,恒天海龙,5.56,10.1,0.51,1142178.0,601715374.44,12.67,5.56,4.92,5.07,5.05,1.21,13.22,92.14,9.27,4803717391.0,4803717391.0,0.0,0.0,45.17,35.61
29,002431,棕榈股份,2.18,10.1,0.2,814928.0,173094851.44,7.58,2.18,2.03,2.07,1.98,4.64,4.5,-6.11,2.64,3951939458.0,3951939458.0,0.0,0.0,5.31,4.31
30,600281,华阳新材,5.56,10.1,0.51,1031548.0,554609386.0,8.91,5.56,5.11,5.2,5.05,1.63,20.05,7.24,17.87,2860075259.0,2860075259.0,0.0,0.0,66.97,70.03
31,600770,综艺股份,5.67,10.1,0.52,152841.0,86660858.0,0.0,5.67,5.67,5.67,5.15,0.45,1.18,-283.87,2.24,7371000000.0,7371000000.0,0.0,0.0,29.75,35.32
32,603980,吉华集团,5.46,10.08,0.5,1375852.0,729400607.0,7.66,5.46,5.08,5.15,4.96,7.04,20.33,-44.48,0.95,3695510146.0,3695510146.0,0.0,0.0,16.67,24.94
33,601008,连云港,8.2,10.07,0.75,1958538.0,1567347403.0,10.74,8.2,7.4,7.4,7.45,1.25,15.79,111.58,2.52,10173231649.0,10173231649.0,0.0,0.0,124.66,117.51
34,002510,天汽模,7.0,10.06,0.64,252621.0,176834973.0,0.0,7.0,7.0,7.0,6.36,0.4,2.51,85.77,2.84,7105970956.0,7033928622.0,0.0,0.0,9.72,19.86
35,600336,澳柯玛,7.66,10.06,0.7,377691.0,286649653.0,4.89,7.66,7.32,7.4,6.96,2.48,4.73,36.95,2.46,6112793131.0,6112793131.0,0.0,0.0,15.36,13.31
36,002571,德力股份,6.57,10.05,0.6,361478.0,228065973.5,10.72,6.57,5.93,5.93,5.97,1.21,12.12,-22.78,2.47,2575116099.0,1959871655.0,0.0,0.0,33.0,60.24
37,603326,我乐家居,9.64,10.05,0.88,175925.0,163559587.0,9.47,9.64,8.81,8.86,8.76,2.28,5.51,19.38,2.61,3112164875.0,3076865605.0,0.0,0.0,52.77,62.84
38,002136,安 纳 达,12.17,10.04,1.11,413440.0,488299842.33,10.4,12.17,11.02,11.35,11.06,2.94,19.28,-63.77,2.25,2616793400.0,2609926599.0,0.0,0.0,25.21,24.82
39,600550,保变电气,8.55,10.04,0.78,1500285.0,1255495168.0,7.34,8.55,7.98,8.0,7.77,6.8,8.15,139.04,24.98,15745068504.0,15745068504.0,0.0,0.0,8.64,8.92
40,603317,天味食品,11.73,10.04,1.07,313591.0,361957608.0,8.26,11.73,10.85,10.85,10.66,3.24,2.94,41.79,3.07,12492406529.0,12492406529.0,0.0,0.0,-4.01,-8.29
41,002427,尤夫股份,9.43,10.04,0.86,1684054.0,1524728835.58,14.94,9.43,8.15,8.58,8.57,1.53,17.1,440.5,9.95,9292631087.0,9286257199.0,0.0,0.0,174.13,170.98
42,000420,吉林化纤,5.04,10.04,0.46,5340325.0,2528784799.25,15.72,5.04,4.32,4.59,4.58,2.12,21.73,374.64,2.82,12392696449.0,12388461841.0,0.0,0.0,45.66,39.61
43,600798,宁波海运,4.93,10.04,0.45,1761943.0,839980709.0,10.04,4.93,4.48,4.6,4.48,3.53,14.6,-32.01,1.52,5948213611.0,5948213611.0,0.0,0.0,65.44,62.71
44,601579,会稽山,16.24,10.03,1.48,229869.0,357359108.0,11.11,16.24,14.6,14.61,14.76,2.49,4.79,20.77,2.05,7786485762.0,7786485762.0,0.0,0.0,60.0,46.84
45,603135,中重科技,10.42,10.03,0.95,172025.0,173066615.0,8.34,10.42,9.63,9.68,9.47,7.62,6.81,119.52,2.18,6559786794.0,2632687566.0,0.0,0.0,11.56,17.61
46,000605,渤海股份,8.34,10.03,0.76,269984.0,217777888.2,8.44,8.34,7.7,7.86,7.58,5.28,7.66,40.78,1.37,2941172724.0,2941172724.0,0.0,0.0,11.8,5.04
47,601018,宁波港,4.06,10.03,0.37,2503451.0,993100294.0,10.57,4.06,3.67,3.69,3.69,2.56,1.58,16.81,1.02,78984816900.0,64178114522.0,0.0,0.0,17.34,8.56
48,603686,福龙马,14.61,10.02,1.33,420486.0,585599418.0,11.37,14.61,13.1,13.27,13.28,2.37,10.12,23.9,1.78,6069438202.0,6069438202.0,0.0,0.0,33.91,40.48
49,002798,帝欧家居,4.94,10.02,0.45,136876.0,66748120.67,6.46,4.94,4.65,4.69,4.49,2.5,4.22,-11.05,1.47,1947343440.0,1602911149.0,0.0,0.0,27.32,12.79
50,605055,迎丰股份,9.77,10.02,0.89,585262.0,546300818.0,17.23,9.77,8.24,8.24,8.88,1.82,13.3,-108.97,3.73,4298800000.0,4298800000.0,0.0,0.0,86.45,98.58
51,600053,九鼎投资,16.05,10.01,1.46,62080.0,99638400.0,0.0,16.05,16.05,16.05,14.59,0.46,1.43,-52.29,2.68,6958329840.0,6958329840.0,0.0,0.0,20.22,15.72
52,603102,百合股份,50.22,10.01,4.57,60634.0,301491136.0,7.08,50.22,46.99,47.0,45.65,3.11,16.91,22.82,1.96,3214080000.0,1801112930.0,0.0,0.0,40.75,43.08
53,300290,荣科科技,19.01,10.01,1.73,635026.0,1191054009.72,10.59,19.68,17.85,18.53,17.28,3.97,9.93,-118.24,15.29,12161316137.0,12151609631.0,-0.47,-0.52,-8.3,-6.58
54,600137,浪莎股份,18.58,10.01,1.69,87098.0,158540070.0,9.95,18.58,16.9,16.98,16.89,4.8,8.96,48.48,3.28,1806302785.0,1806302785.0,0.0,0.0,23.7,32.24
55,603016,新宏泰,31.66,10.01,2.88,45722.0,139881156.0,8.17,31.66,29.31,30.4,28.78,2.43,3.09,78.91,5.44,4690745600.0,4690745600.0,0.0,0.0,-9.34,-15.12
56,002819,东方中科,37.05,10.01,3.37,376248.0,1299396947.44,13.21,37.05,32.6,33.05,33.68,1.52,16.0,-80.26,2.74,11100499260.0,8711429341.0,0.0,0.0,36.11,36.31
57,600463,空港股份,10.77,10.01,0.98,124041.0,130563913.0,7.15,10.77,10.07,10.38,9.79,3.57,4.13,215.15,3.27,3231000000.0,3231000000.0,0.0,0.0,0.65,8.46
58,002990,盛视科技,28.47,10.01,2.59,74066.0,203276773.87,11.36,28.47,25.53,25.91,25.88,2.83,5.52,61.47,3.12,7439421336.0,3817695696.0,0.0,0.0,5.68,24.0
59,603955,大千生态,34.96,10.01,3.18,171443.0,580163565.0,9.5,34.96,31.94,33.01,31.78,1.41,12.63,482.49,3.03,4744771200.0,4744771200.0,0.0,0.0,80.95,93.15
60,002813,路畅科技,26.61,10.0,2.42,21494.0,57194549.43,0.0,26.61,26.61,26.61,24.19,0.89,1.79,-39.99,10.93,3193200000.0,3189370156.0,0.0,0.0,13.33,19.17
61,000507,珠海港,6.16,10.0,0.56,454198.0,275626600.78,9.64,6.16,5.62,5.62,5.6,0.7,5.03,18.1,1.1,5665566953.0,5558366266.0,0.0,0.0,23.94,20.78
62,605338,巴比食品,19.69,10.0,1.79,108600.0,211576581.0,7.77,19.69,18.3,18.3,17.9,3.06,4.53,31.7,2.24,4717067575.0,4717067575.0,0.0,0.0,20.65,19.55
