序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000826,启迪环境,10.144927024841309,2.28,64256957,3249394346.5199995,3249805405.4399996,1.9775056838989258,227800782,092500,092500,0,2/2,2,环保行业
2,000903,云内动力,10.099010467529297,5.56,74117480,10676654762.88,10840716574.08,0.6942013502120972,984083960,092500,092500,0,7/5,4,汽车零部
3,001230,劲旅环境,9.987085342407227,25.55,104332020,1381685592.7,3410825278.35,7.551068305969238,183044671,092500,092500,0,3/3,3,环保行业
4,603390,通达电气,10.025062561035156,17.56,247392357,6141702453.4,6175360039.04,4.028074741363525,267318180,092500,092500,0,7/6,4,汽车零部
5,603693,江苏新能,10.019646644592285,16.8,847334496,14976794784.0,14976794918.400002,5.763036727905273,111815995,092501,094510,3,8/4,3,电力行业
6,600834,申通地铁,9.975369453430176,8.93,62191172,4263020411.65,4263020402.72,1.4588522911071777,251781376,092502,092502,0,1/1,1,铁路公路
7,605005,合兴股份,9.98307991027832,19.5,53385638,7819500000.0,7819500000.0,0.6827244162559509,742623862,092503,092503,0,2/2,2,汽车零部
8,605388,均瑶健康,10.047281265258789,9.31,143735051,5590506040.0,5590506040.0,2.5710561275482178,262463693,092503,092503,0,4/4,4,食品饮料
9,603056,德邦股份,10.005817413330078,18.91,672967648,19284708987.08,19284709062.72,3.5298819541931152,231214839,093027,093251,2,3/3,3,物流行业
10,000539,粤电力Ａ,10.02087688446045,5.27,446302320,13459035340.23,27668996848.64,3.330209255218506,678644777,093030,093030,0,2/2,2,电力行业
11,603333,尚纬股份,10.055248260498047,9.96,460473936,6190414756.56,6190414736.64,7.609586238861084,325525648,093100,093100,0,6/6,6,电网设备
12,603066,音飞储存,10.025274276733398,13.06,221072761,3841991766.44,3841991844.8,5.816267490386963,180114378,093117,093641,2,1/1,1,物流行业
13,002743,富煌钢构,9.970674514770508,7.5,249845481,3259282335.0,3264513600.0,7.736770153045654,172434000,093239,093724,2,1/1,1,水泥建材
14,002955,鸿合科技,9.983360290527344,26.44,148411389,4954266916.8,6256759273.280001,3.0401480197906494,340241553,093609,093609,0,1/1,1,光学光电
15,603089,正裕工业,10.016555786132812,13.29,175116532,3014832552.87,3014832552.87,5.908598899841309,27285871,093719,094716,5,1/1,1,汽车零部
16,603065,宿迁联盛,10.04273509979248,10.3,213590022,2025736586.5000002,4315365950.400001,11.042490005493164,138305165,093737,093737,0,4/3,1,化学原料
17,603011,合锻智能,9.994385719299316,19.59,1010020368,9685578820.83,9685578722.88,10.764976501464844,345275062,093749,093749,0,4/3,2,专用设备
18,002232,启明信息,10.017271041870117,19.11,295840672,7807360975.05,7807360841.28,3.8849077224731445,660145395,093800,093800,0,1/1,1,互联网服
19,002471,中超控股,9.981851577758789,6.06,1902901376,7908280383.78,8296139999.999999,24.550622940063477,231015078,093912,094230,3,19/12,1,电网设备
20,688206,概伦电子,20.008642196655273,27.77,426837888,4955087353.62,12084889061.119999,8.921006202697754,338297944,094301,094301,0,1/1,1,软件开发
21,300204,舒泰神,20.0,23.04,1091254400,10874403095.039999,11007879782.4,10.56130599975586,127331642,094321,094803,3,1/1,1,生物制品
22,002355,兴民智通,9.971098899841309,7.61,386850640,4704248206.5,4722540744.0,8.47122859954834,857417939,094518,094518,0,1/1,1,汽车零部
23,600869,远东股份,10.084033966064453,5.24,348492736,11629408389.04,11629408420.48,3.07993483543396,575503960,094528,094528,0,1/1,1,电网设备
24,000037,深南电A,10.0,9.46,96155978,3206071099.0000005,5702134120.320001,3.1006932258605957,527411082,094642,094642,0,1/1,1,电力行业
25,300815,玉禾田,19.982078552246094,26.78,1046635216,10359533208.960001,10674293760.0,10.892041206359863,417861783,094830,094906,1,2/2,2,环保行业
26,002968,新大正,10.0,10.78,105536168,2297212965.74,2439274500.74,4.726443767547607,330868491,094900,094900,0,1/1,1,房地产服
