序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000826,启迪环境,10.144927024841309,2.28,68601178,3249394346.5199995,3249805405.4399996,2.111198902130127,226341901,092500,092500,0,2/2,2,环保行业
2,000903,云内动力,10.099010467529297,5.56,79621880,10676654762.88,10840716574.08,0.7457568049430847,938228972,092500,092500,0,7/5,4,汽车零部
3,001230,劲旅环境,9.987085342407227,25.55,106529831,1381685592.7,3410825278.35,7.710135459899902,182247000,092500,092500,0,3/3,3,环保行业
4,603390,通达电气,10.025062561035156,17.56,250374045,6141702453.4,6175360039.04,4.07662296295166,263249528,092500,092500,0,7/6,4,汽车零部
5,603693,江苏新能,10.019646644592285,16.8,868246800,14976794784.0,14976794918.400002,5.902667999267578,81557851,092501,094510,3,8/4,3,电力行业
6,600834,申通地铁,9.975369453430176,8.93,67784031,4263020411.65,4263020402.72,1.5900471210479736,231309351,092502,092502,0,1/1,1,铁路公路
7,605005,合兴股份,9.98307991027832,19.5,75420638,7819500000.0,7819500000.0,0.9645199775695801,721877812,092503,092503,0,2/2,2,汽车零部
8,605388,均瑶健康,10.047281265258789,9.31,152363932,5590506040.0,5590506040.0,2.725404977798462,209222224,092503,092503,0,4/4,4,食品饮料
9,603056,德邦股份,10.005817413330078,18.91,703228064,19284708987.08,19284709062.72,3.686796188354492,262279544,093027,093251,2,3/3,3,物流行业
10,000539,粤电力Ａ,10.02087688446045,5.27,465599488,13459035340.23,27668996848.64,3.473586082458496,507692301,093030,093030,0,2/2,2,电力行业
11,603333,尚纬股份,10.055248260498047,9.96,482042432,6190414756.56,6190414736.64,7.958004474639893,274684698,093100,093100,0,6/6,6,电网设备
12,600006,东风股份,9.987668991088867,8.92,1297284112,17840000000.0,17840000000.0,7.353077411651611,372196838,093117,100150,3,1/1,1,汽车整车
13,603066,音飞储存,10.025274276733398,13.06,234075297,3841991766.44,3841991844.8,6.154699802398682,148476528,093117,093641,2,1/1,1,物流行业
14,002743,富煌钢构,9.970674514770508,7.5,256326231,3259282335.0,3264513600.0,7.935609817504883,143067750,093239,093724,2,1/1,1,水泥建材
15,002955,鸿合科技,9.983360290527344,26.44,174063477,4954266916.8,6256759273.280001,3.5579257011413574,269500276,093609,093609,0,1/1,1,光学光电
16,603089,正裕工业,10.016555786132812,13.29,180268653,3014832552.87,3014832552.87,6.079491138458252,12331046,093719,094716,5,1/1,1,汽车零部
17,603065,宿迁联盛,10.04273509979248,10.3,222939332,2025736586.5000002,4315365950.400001,11.504016876220703,125440465,093737,093737,0,4/3,1,化学原料
18,603011,合锻智能,9.994385719299316,19.59,1511796992,9685578820.83,9685578722.88,15.954414367675781,296377110,093749,100528,2,4/3,2,专用设备
19,002232,启明信息,10.017271041870117,19.11,314879984,7807360975.05,7807360841.28,4.1287713050842285,452750278,093800,093800,0,1/1,1,互联网服
20,688206,概伦电子,20.008642196655273,27.77,478964608,4955087353.62,12084889061.119999,9.972990989685059,201138471,094301,094301,0,1/1,1,软件开发
21,300204,舒泰神,20.0,23.04,1143856928,10874403095.039999,11007879782.4,11.04503345489502,119720540,094321,094803,3,1/1,1,生物制品
22,603076,XD乐惠国,9.99665641784668,32.9,323756096,3971074217.6,3971074217.6,8.424604415893555,28428890,094455,100931,5,4/3,2,专用设备
23,002355,兴民智通,9.971098899841309,7.61,425131984,4704248206.5,4722540744.0,9.284989356994629,535861194,094518,094518,0,1/1,1,汽车零部
24,600869,远东股份,10.084033966064453,5.24,379789296,11629408389.04,11629408420.48,3.349050521850586,366739216,094528,094528,0,1/1,1,电网设备
25,000037,深南电A,10.0,9.46,164690840,3206071099.0000005,5702134120.320001,5.238351821899414,241976394,094642,094642,0,1/1,1,电力行业
26,300815,玉禾田,19.982078552246094,26.78,1298434288,10359533208.960001,10674293760.0,13.328082084655762,176262103,094830,100027,3,2/2,2,环保行业
27,002968,新大正,10.0,10.78,123525832,2297212965.74,2439274500.74,5.509552001953125,159370549,094900,094900,0,1/1,1,房地产服
28,002393,力生制药,10.005653381347656,19.46,127496882,4871316852.22,5014939280.54,2.705101728439331,221214663,095100,095100,0,1/1,1,化学制药
29,002907,华森制药,10.005850791931152,18.8,460131872,5807096374.0,7850810816.0,8.430708885192871,236067595,095124,095124,0,3/3,3,中药
30,002973,侨银股份,10.037175178527832,14.8,479919808,3298905052.0,6048250406.400001,15.080424308776855,49852320,095203,095551,3,2/2,2,环保行业
31,601086,国芳集团,9.972105979919434,15.77,1082311744,10502820000.0,10502820000.0,10.686651229858398,91018132,095342,095342,0,2/2,2,商业百货
32,002177,御银股份,9.923664093017578,5.76,1049248192,3854650256.64,4384461864.96,28.3218994140625,434182348,095415,095415,0,2/2,2,计算机设
33,300149,睿智医药,20.056100845336914,8.56,474350192,4255042558.1600003,4262571840.0000005,11.805907249450684,676917934,095524,095524,0,1/1,1,医疗服务
34,000981,山子高科,9.803921699523926,2.24,1657237072,21309838520.320004,22394334986.24,7.924623966217041,1030436090,095606,095606,0,1/1,1,汽车零部
35,834475,三友科技,29.978925704956055,24.67,227459564,1037370046.2,2538424584.0,23.79662322998047,137409482,095712,095712,0,1/1,1,专用设备
36,301005,超捷股份,19.993444442749023,36.61,545511744,4846131085.46,4937295952.89,11.821223258972168,1053555258,100939,100939,0,1/1,1,汽车零部
37,002418,康盛股份,9.969788551330566,3.64,305996848,4136484261.0,4136496000.0,7.6847381591796875,540691788,101130,101130,0,1/1,1,家电行业
38,603006,联明股份,10.022107124328613,14.93,393324160,3796015952.5,3796015952.5,10.802847862243652,136491553,101149,101149,0,2/2,2,汽车零部
39,002576,通达动力,10.018214225769043,18.12,219672282,2933678210.52,2991612000.0,7.868330478668213,552402696,101330,101330,0,1/1,1,电机
40,002055,得润电子,10.086956977844238,6.33,216097550,3765512990.43,3826421801.28,5.991600513458252,664378443,101436,101436,0,1/1,1,消费电子
41,002383,合众思壮,10.044150352478027,9.97,349500080,7381392240.85,7381392230.88,4.982020378112793,929690536,101454,101454,0,1/1,1,计算机设
