序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000826,启迪环境,10.144927024841309,2.28,76234390,3249394346.5199995,3249805405.4399996,2.3461108207702637,124285453,092500,092500,0,2/2,2,环保行业
2,000903,云内动力,10.099010467529297,5.56,114766462,10676654762.88,10840716574.08,1.0749289989471436,727087038,092500,092500,0,7/5,4,汽车零部
3,001230,劲旅环境,9.987085342407227,25.55,111757872,1381685592.7,3410825278.35,8.088517189025879,133203264,092500,092500,0,3/3,3,环保行业
4,603390,通达电气,10.025062561035156,17.56,257561353,6141702453.4,6175360039.04,4.193647384643555,208591728,092500,092500,0,7/6,4,汽车零部
5,603693,江苏新能,10.019646644592285,16.8,905668128,14976794784.0,14976794918.400002,6.152530193328857,53396112,092501,094510,3,8/4,3,电力行业
6,600834,申通地铁,9.975369453430176,8.93,79545752,4263020411.65,4263020402.72,1.86594820022583,159150468,092502,092502,0,1/1,1,铁路公路
7,605005,合兴股份,9.98307991027832,19.5,79182188,7819500000.0,7819500000.0,1.012624740600586,684470962,092503,092503,0,2/2,2,汽车零部
8,605388,均瑶健康,10.047281265258789,9.31,183166998,5590506040.0,5590506040.0,3.2763938903808594,131743473,092503,092503,0,4/4,4,食品饮料
9,603056,德邦股份,10.005817413330078,18.91,749524000,19284708987.08,19284709062.72,3.926861524581909,405804080,093027,093251,2,3/3,3,物流行业
10,000539,粤电力Ａ,10.02087688446045,5.27,500436416,13459035340.23,27668996848.64,3.7324228286743164,251078483,093030,093030,0,2/2,2,电力行业
11,603333,尚纬股份,10.055248260498047,9.96,501264256,6190414756.56,6190414736.64,8.268513679504395,192298556,093100,093100,0,6/6,6,电网设备
12,600006,东风股份,9.987668991088867,8.92,1383756016,17840000000.0,17840000000.0,7.837785243988037,137926766,093117,100150,3,1/1,1,汽车整车
13,603066,音飞储存,10.025274276733398,13.06,258817911,3841991766.44,3841991844.8,6.798704624176025,63966129,093117,093641,2,1/1,1,物流行业
